electricity_use_kbtu,objectid,street_address,property_name,opa_account_num,postal_code,num_of_buildings,year_built,primary_prop_type_epa_calc,total_floor_area_bld_pk_ft2,portfolio_manager_id,natural_gas_use_kbtu,fuel_oil_o2_use_kbtu,steam_use_kbtu,energy_star_score,site_eui_kbtuft2,source_eui_kbtuft2,water_use_all_kgal,total_ghg_emissions_mtco2e,notes
733459.2,3234,2801-37 W GLENWOOD AVE,Gideon,784168800,19121,1,1952,K-12 School,67000,3330869,379460.8,3598902.1,,76,70.3,94.6,606.9,368.6,
741679.1,3236,626 DICKINSON ST,Kirkbride,781082800,19147,1,1926,K-12 School,57000,3330838,144518.5,3647340,,43,79.5,108.1,621.5,360.6,
550708.4,3245,2200-26 N 22ND ST,Pratt,785727200,19132,1,1952,K-12 School,59000,3330862,116351.3,4299114,,60,84.2,105,606.5,386.3,
1151334.7,3448,1800-56 W NEDRO AVE,Pennell,785356200,19141,1,1927,K-12 School,70498,3330745,233998.5,3571026,,26,70.3,105.9,682.4,405.1,
1154726.2,3449,4901-57 PARRISH ST,Rhoads J,783394400,19139,1,1960,K-12 School,70000,3330799,181688.7,3477186.2,,21,68.8,104.7,876,395.8,
1210480,3459,5901 MALVERN AVE,Beeber,783288200,19131,1,1933,K-12 School,139000,4126298,416132.3,7362886.4,,29,64.7,84,772.2,702.8,
1215615.8,3462,3400 N 15TH ST,Kenderton,785657200,19140,1,1962,K-12 School,91008,3330858,138596,3241482,,83,50.5,79.5,873.7,382.8,
1574963.5,3468,528-44 N 13TH ST,Stoddart-Fleisher,781646000,19123,1,1926,K-12 School,108393,3330877,667993.3,11134805.3,,25,123.4,155.8,781.5,1036.5,
1618458,3477,1800 COTTMAN AVE,Wilson W,786082400,19111,1,1928,K-12 School,139500,3600823,417155.9,3627192.2,,91,40.6,65.8,700.4,470.9,
1632296.7,3479,2075 E CUMBERLAND ST,Kensington HS Business-Urban,786085600,19125,1,1917,K-12 School,108000,3335468,814647.8,6111744,,61,79.2,112.5,466.1,677.9,
1388414.8,3485,5401 TABOR AVE,Creighton,786529200,19120,1,1930,K-12 School,63232,3330952,298242.1,7561296.5,,33,146.3,194.7,664.3,731,
1404606.8,3489,8060 WILLIAMS AVE,Edmonds FS,784479400,19150,1,1949,K-12 School,80500,3330920,5096836.5,0,,37,80.8,121.3,1089.4,426.5,
1522996.7,3507,700 RHAWN ST,Fox Chase,786455000,19111,1,1949,K-12 School,52500,3330762,174865.8,2360904,,61,77.3,140,1364.6,353.4,
1535251.9,3513,400-16 S 52ND ST,Huey,783732400,19143,1,1963,K-12 School,88183,3330793,1759.1,5099790.2,,26,75.3,113.1,0,548.9,
1551613.8,3515,8901 ALICIA ST,Greenberg,786010200,19115,1,1965,K-12 School,90000,3330724,43548.6,3387900.2,,89,55.4,92.7,707,425.8,
994741.3,3385,8317 GERMANTOWN AVE,Jenks John,784167600,19118,1,1924,K-12 School,54000,3498652,163138.4,2768142.1,,56,72.7,112.8,410.8,324.4,
999930.6,3388,5300 DITMAN ST,Sullivan,786112400,19124,1,1929,K-12 School,65000,3330964,109520.2,4307945.8,,68,83.3,117,588.3,436.4,
1011316.8,3391,2400-56 DIAMOND ST,Dick,784108400,19121,1,1954,K-12 School,71000,3330735,256385.6,2991287.8,,54,60,91.1,1231.6,347.8,
1036967.2,3397,3630 N RANDOLPH ST,Taylor,785405400,19140,1,1908,K-12 School,56600,3330965,122151.8,2234910.2,,80,60,99.7,477.2,287.4,
1049702.8,3401,1001 DEVEREAUX AVE,Carnell,786106800,19111,1,1931,K-12 School,74885,3330951,348147.9,5422847.9,,66,91.1,122,375.9,537.4,
1240104,3406,700 N 35TH ST,McMichael,783631400,19104,1,1916,K-12 School,100000,3330796,172656.7,5449206.3,,26,68.6,95.8,1697.1,551.1,
1253650,3408,8300 CASTOR AVE,Farrell,786066400,19152,1,1958,K-12 School,66382,3330767,263627.3,2212001.8,,44,56.2,97.1,1556.6,317.2,
1336423.8,3417,1701-47 CHELTEN AVE,Wagner,785097400,19126,1,1929,K-12 School,81589,3330947,287076.1,6728327.9,,28,102.4,138.4,619.8,662.8,
1302638.8,3435,2400 N 57TH ST,Gompers,783766600,19131,1,1949,K-12 School,56000,3330736,143463.4,3644855.8,,38,90.9,141.5,753.5,422.6,
1646611.4,3559,1001 W LUZERNE ST,Little Flower Catholic High School,777247000,19140,2,1939,K-12 School,184000,3773988,880446.2,0,,100,13.7,33.1,2085.7,229.4,
2122484.4,3611,5700 LANCASTER AVE,Overbrook HS,783258200,19131,1,1926,K-12 School,323316,3330846,608323.8,15421362.3,,99,56.1,70.8,1156.8,1412.2,
2152690.2,3617,11061 KNIGHTS RD,Fitzpatrick,786249100,19154,1,1959,K-12 School,85550,3330982,7178.1,3602628.1,,26,67.4,121.6,212.1,506.5,
2287190.2,3636,500 E ALLEGHENY AVE,Elkin,885747300,19134,1,1973,K-12 School,53200,3589770,2942.2,3496782,,30,108.8,201.4,1099.7,513.4,
2611861.8,3674,1100 E MOUNT PLEASANT AVE,Leeds,784269400,19150,1,1955,K-12 School,168259,3337462,441243.5,414138,,90,20.6,54,1226.6,343.9,
1709914.9,3580,2000 WAKELING ST,Harding,786550200,19124,1,1924,K-12 School,129264,3330945,6796752.1,580014,,80,70.3,101.3,393.3,593.7,
1712173,3581,4735 OLD YORK RD,Cooke,785372800,19141,1,1923,K-12 School,117600,3330944,342141.3,6832655.6,,45,75.6,107.5,855,715.2,
2297718.9,3584,3400-42 FRANKFORD AVE,Webster,786146001,19134,1,1968,K-12 School,92275,3330908,242254.7,4390194.6,,32,75.1,129,4753.4,593.5,
2310085,3588,5741 RISING SUN AVE,Franklin ES,786458400,19120,1,1916,K-12 School,76930,3330749,295322.6,4658879.9,,59,94.4,159.5,560,617.7,
2341236.3,3594,3801 WOODHAVEN RD,Shallcross,786590000,19154,1,1929,K-12 School,67938,4394155,6235379.6,436218,,4,132.7,211.1,4137.8,623.3,
2067820.1,3600,430 E WASHINGTON LN,Roosevelt MS,784471600,19144,1,1924,K-12 School,135315,3404349,411702.1,5593140,,22,59.7,92.9,4906.3,666.3,
1782305.3,3543,4420 HAVERFORD AVE,Locke,783206951,19104,1,1965,K-12 School,77000,3330804,167854.9,3463247.9,,36,70.3,120.4,1178.3,463.6,
2877982.1,3745,5720-38 MEDIA ST,Bluford,783318200,19131,1,1909,K-12 School,99926,4123938,168677.3,3650958.6,,10,67,129.1,493,599.2,
2424313.3,3686,3500 ACADEMY RD,Decatur,786001800,19154,1,1965,K-12 School,89247,3330770,234397.5,2934707.7,,14,62.7,121.3,1137.8,499.2,
2502508.9,3700,6101-67 N GRATZ ST,Prince Hall,785259000,19141,1,1973,K-12 School,79000,3330966,60763.7,2676372,,33,66.3,134.5,825.3,479.4,
2982173.3,3704,3301 SOLLY AVE,Father Judge High School,778508000,19136,3,1954,K-12 School,153961,3695833,1975884.9,0,,98,32.2,74.3,1204.1,435.8,
2738016.4,3722,1801 S 22ND ST,McDaniel,782791400,19145,1,1937,K-12 School,61000,3498628,3538318.6,0,,4,102.9,201.8,2134.1,491.7,
2799458.3,3732,4301 WAYNE AVE,Steel,785508805,19140,1,1973,K-12 School,85350,3330934,1604.7,1752600.1,,46,53.4,123.8,1315.6,440.7,
3617228.4,3857,3133 RIDGE AVE,Strawberry Mansion & Hill,784374200,19132,1,1964,K-12 School,249000,3330851,875814.6,19187933,,67,95.1,127.1,7752.2,1871.7,
4377411.8,3903,8000 CHEROKEE ST,Springside,775510500,19118,1,1900,K-12 School,197500,3881810,810950.4,115575,,99,26.9,74.5,16.3,537.2,
4491908.2,3886,243-57 E ALLEGHENY AVE,Stetson,786010400,19134,1,1917,K-12 School,140000,3330876,1661.1,7705229.5,,7,87.1,156.3,1078.4,1070.2,
5228770.6,4090,8725 VERREE RD,Baldi,786546800,19115,1,1974,K-12 School,185113,4123948,416759.9,2993588.7,,85,46.7,107.4,1297.3,824.3,
624431.1,3259,4665 UMBRIA ST,Dobson,784463600,19143,1,1930,K-12 School,52500,3330939,3757274.1,,,34,83.5,112.5,319,268.8,
4970086.4,3983,11101 ACADEMY RD,Archbishop Ryan High School,778069000,19154,3,1965,K-12 School,283950,3856392,13405763.9,0,,91,64.7,104.5,2600.7,1263.4,
9502488.2,4212,5400 N BROAD ST,Widener & Girls HS,785056600,19141,1,1953,K-12 School,317507,3356674,16932063.1,1867692.1,,34,89.1,155.9,6687.7,2092.1,
13595581.4,4221,2035 S COLLEGE AVE,Girard College,772510000,19121,30,1848,K-12 School,950825,3994744,52645036.6,83628,,98,69.8,103.1,8415.4,4310.6,
31767644.4,4224,5301 CEDAR AVE,Mercy Philadelphia Hospital,774005000,19143,1,1918,Hospital (General Medical & Surgical),613550,2492942,40080199.6,0,,100,117.1,231.2,16094.3,5652.9,
32178421.9,4225,1515 ARCH ST,One Parkway Building,772059100,19102,1,1962,Office,502000,4830369,13884409.7,0,,76,91.8,230.3,9711.7,4307,
32536224.7,4226,100 E LEHIGH AVE,Temple Episcopal Hospital,777012000,19124,5,1928,Hospital (General Medical & Surgical),399596,3584304,59374448.2,75076.4,,52,230.2,411.9,19080.8,6768.5,
25636549.9,4176,1400 JOHN F KENNEDY BLVD,City Hall,782273400,19102,1,1900,Office,659185,4931294,33953484.9,0,,74,90.4,176.2,4109.7,4647.3,
43570400.6,4339,5000 WISSAHICKON AVE,PA0000AT - WISSAHICKON FED BLDG,784484000,19144,1,1998,Office,449021,2474727,3628002.4,3631608.1,,44,113.2,315.2,9108.5,5153.7,
51155979.5,4372,3899 RICHMOND ST,Northeast WPCP,786456805,19137,20,1944,Wastewater Treatment Plant,240000,4950952,94654049.6,124324.2,,100,608.1,1083.9,60159.6,10711.5,
65080825.8,4429,601 MARKET ST,PA0000BG-BYRNE GREEN COMPLEX,781208400,19106,1,1985,Mixed Use Property,1705898,1134770,58358671.9,70380,,79,72.2,155,12867.4,10290.8,
67690599.8,4431,160 E ERIE AVE,St. Christophers Hospital for Children,777011730,19134,1,1989,Hospital (General Medical & Surgical),778351,3760930,69715343.4,482545.9,,74,177.2,367.7,30352.6,11247.7,
25187994.7,4503,8835 GERMANTOWN AVE,Chestnut Hill Hospital,775001000,19118,1,1921,Hospital (General Medical & Surgical),473062,4470406,61633478.4,179753.3,,90,183.9,304.4,22238.1,6081.1,
117806124,4512,400 UNIVERSITY AVE,Philadelphia,783531800,19104,21,1966,Hospital (General Medical & Surgical),1311710,1066282,161646046,0,,51,202.1,390.3,58537,21654.1,
18867322.8,4453,200-32 CHESTNUT ST,PA0144ZZ-PHILADELPHIA CUSTOMHOUSE,781049800,19106,1,1973,Office,565392,1297698,10163408.1,0,,90,51.7,124.5,3250.7,2632.8,
13425169.1,4647,3201 RYAN AVE,Lincoln HS,786482600,19136,1,2009,K-12 School,292229,3358512,9747697.7,4056095.7,,39,93.2,193.3,2995.1,2308,
24042224.7,4589,2401 PENNSYLVANIA AVE,The Philadelphian,888150532,19130,1,1964,Multifamily Housing,1195034,4295181,42727718.5,208849.2,,77,56,100.9,34264.4,4952,
1645540.7,3481,2001 WOODHAVEN RD,Raymour and Flanigan Woodhaven CSC,884243500,19116,1,1965,Distribution Center,98679,3687630,,2765699.4,,57,44.7,80.7,217.3,387.8,
2577629.5,3666,201 SPRING LN,Lankenau,784408400,19124,1,1971,K-12 School,74000,3498653,,635075.9,,57,43.4,118,197.7,333.1,
2380647.9,3678,1205-11 E TULPEHOCKEN ST,Hill-Freedman,784453800,19138,1,1980,K-12 School,46959,3330940,,8140757.9,,1,224.1,334.3,1007.4,868.2,
5462690.5,3987,236-48 SPRING GARDEN ST,Fire Administration,781398000,19123,1,1975,Office,50601,4852903,,2216335.2,,12,151.8,383.2,1592.5,770.5,
6860992.9,3999,2514-32 EMERALD ST,CO/GLC 19040/2514 EMERALD ST/PHILADELPHIA/PA,777633005,19125,1,1905,Office,57568,3512111,,0,,3,119.2,374.2,67,761.1,
13428376.4,4216,5500 LANGDON ST,Fels HS,786264650,19111,1,2009,K-12 School,249787,3408313,10150166.7,,,16,94.4,211.5,4071.7,2028.7,
7037594.6,4289,401 CHESTNUT ST,omni hotel,883711500,19106,1,1989,Hotel,112380,3635927,821207.6,,,65,69.9,204.3,9308,824.3,
11533740.6,4444,801 ARCH ST,801 Arch Street,883009600,19107,1,1975,Office,196188,4439302,35819.7,,,75,59,184.8,697.7,1281.4,
3811593,3819,3001 RYAN AVE,Meehan,786482200,19152,1,1973,K-12 School,204093,3330974,3717519.2,,,88,36.9,77.8,986.3,620.3,
5245670.2,4030,4301-19 OGDEN ST,Miller,783364400,19104,1,1967,K-12 School,67200,3330802,2753511,,,2,119,288.1,238.6,728.2,
3062.4,3063,10450 DRUMMOND RD,"Arbill Industries, Inc.",884284000,19154,1,1968,Distribution Center,98721,3687914,26101271.8,,,2,264.4,277.7,1216,1386.7,
4142.2,3064,1330 RHAWN ST,Tacony Academy Charter School,778506501,19111,1,1978,K-12 School,52500,3773538,3033428.8,,,100,57.9,60.9,2669.7,161.6,
128247.2,3133,2825-45 SOUTHAMPTON RD,2825-2845 Southampton Rd,884291510,19154,1,1984,Office,66000,3892835,96242.1,,,100,3.4,7.6,325.2,19.3,
131828.6,3134,2600-20 N LAWRENCE ST,ST. CHRISTOPHER'S & ASSOCIATION LPV,886608900,19133,1,1994,Multifamily Housing,22103,5007784,1909845.9,,,88,92.4,109.5,986.7,116.1,
14756.9,3140,1401 E BRISTOL ST,CMH Development LP,886608600,19124,4,1938,Multifamily Housing,268565,4973085,20422270.8,,,91,76.1,80,16264.1,1086.4,
25539.7,3144,3000 MEETINGHOUSE RD,Origlio Property Holding,884292800,19154,1,2001,Non-Refrigerated Warehouse,268000,3912799,3447869.5,,,100,13,13.8,971.2,186,
484210.6,3174,2190 WHEATSHEAF LN,29145-Philadelphia / Wheatsheaf Lane,884204500,19137,1,2000,Non-Refrigerated Warehouse,67600,3800038,277100,,,98,11.3,26.8,9,68.4,
505790.8,3178,2800 BLACK LAKE PL,2800 Black Lake Place,884292570,19154,1,1988,Office,58372,5017022,1761782.3,,,98,38.8,58.9,478.5,149.7,
511995.5,3180,12300 MCNULTY RD,Main Warehouse,884292540,19154,1,1985,Distribution Center,56947,4067659,1077525,,,80,27.9,48.1,32.1,114,
674932.5,3273,6600 CHESTER AVE,Catherine,783094200,19142,1,1937,K-12 School,57500,3330784,3163060.8,,,86,66.7,94.6,374.7,242.9,
525807.3,3183,1730 N 5TH ST,Sewing Factory,881066605,19122,1,1931,Multifamily Housing,118946,4954107,13645.8,,,100,4.5,14,424.9,59.1,
531051.9,3184,2201 CHESTNUT ST,Coronado Condominiums,888081903,19103,1,1910,Multifamily Housing,50000,6049929,1212621.9,,,100,34.9,58.8,1720.1,123.3,
531482.5,3185,5700 TACONY ST,"Brenntag Specialties, Inc.",884213400,19135,1,1950,Distribution Center,96381,3854031,1024954.1,,,86,16.1,28.5,87,113.4,
535692.5,3186,4219 VAN KIRK ST,7th Heaven Investments,884249500,19135,1,1940,Non-Refrigerated Warehouse,60000,3635179,274124.2,,,88,13.5,32.8,0,74,
380371.1,3187,2801-17 SOUTHAMPTON RD,2801-2817 Southampton Rd,884291400,19151,1,1998,Office,63000,3892834,137580,,,100,8.2,21.3,155.9,49.5,
387947.8,3189,5501-09 WAYNE AVE,Fairfax Apartments,881062010,19144,1,1912,Multifamily Housing,65000,4975739,2331995.4,,,100,41.8,56.4,799.5,166.9,
400971.4,3190,216 S 48TH ST,The Madison,881144025,19139,1,1940,Multifamily Housing,66336,3959806,5277333.5,,,69,85.6,102.5,4961.1,324.8,
431443.3,3197,22 E CHESTNUT HILL AVE,Saint Pauls Church,775110000,19118,1,1928,Worship Facility,59600,3894029,3133556.1,,,67,59.8,77.9,193.9,214.3,
155812.4,3203,55 N 40TH ST,Center Post Apartments,881822830,19104,1,1940,Multifamily Housing,67473,5097707,4502703.6,,,99,69,77.3,4979.8,256.4,
188240,3206,2801-31 A ST,SOMERSET WAREHOUSE,884340880,19134,1,1945,Non-Refrigerated Warehouse,65000,3963906,65664,,,100,3.9,10.2,34.4,24.4,
192759.5,3208,12700 DUNKS FERRY RD,ST. ANSELM ANNEX,778144000,19154,1,1970,Office,10764,3788593,743654.1,,,66,87,128.8,257.7,60.9,
193240.3,3209,10500 DRUMMOND RD,DRUMMOND ROAD,884284500,19154,1,1963,Office,51024,5017249,705302.2,,,98,17.6,26.4,13,58.9,
193255.7,3211,300 ERNEST WAY,Cedar Views Apartments,881224350,19111,1,2006,Multifamily Housing,120300,3869770,1757991.4,,,100,16.2,20.4,2372.8,114.8,
197092.7,3212,800 W CUMBERLAND ST,Hartranft Community,785137405,19133,1,1968,K-12 School,12362,4398101,28318.2,,,100,18.2,52.5,0.1,23.4,
225468.5,3218,4991 PARKSIDE AVE,Wynnefield Terrace Associates LP,881155300,19131,10,1955,Multifamily Housing,109750,4926250,6093850.2,,,99,57.6,64.8,5703.6,348.7,
270093.9,3221,2801 GRANT AVE,2801 Grant Avenue,884286500,19114,1,1950,Office,61240,5051950,1376164.4,,,100,26.9,37.4,365,103.1,
295941.3,3223,4445 W GIRARD AVE,Warehouse,884219050,19131,1,1950,Non-Refrigerated Warehouse,56976,3958558,442657.9,,,53,13,24.5,7.5,56.3,
332117.3,3224,5115 WISSAHICKON AVE,Birchwood Hill Apts,881060000,19144,4,1966,Multifamily Housing,65340,5950777,4893196.2,,,85,80,94.6,3262.7,296.7,
25868,3145,5101-03 HAVERFORD AVE,Church of God Non Sectarian,774182000,19139,1,1910,Worship Facility,86052,3766953,168777.4,,,100,2.3,3,41.9,11.8,
3043139.9,3308,5800 WALNUT ST,Sayre,783568200,19139,1,1950,K-12 School,200000,3330775,12795574.4,,,74,79.2,115,3833,1017.2,
37226.6,3146,7205-15 RISING SUN AVE,7205-15 Rising Sun,881132010,19111,1,1970,Multifamily Housing,54300,5029319,865083.5,,,100,16.6,18.9,3412.6,50.1,
55579.1,3149,413-23 E ALLEGHENY AVE,laundry mall,884526200,19134,1,1905,Non-Refrigerated Warehouse,47136,3824714,3679600.1,,,3,79.2,85.7,259.6,201.6,
62661.2,3152,2722 N HANCOCK ST,Leatex Chemical Co.,884340820,19133,1,1884,Distribution Center,53050,3814517,115301.7,,,99,3.4,6,68.2,13.1,
82610.1,3157,1426-44 N 6TH ST,VILLAS DE HACE,886603800,19122,1,1992,Multifamily Housing,16800,5008458,1302712.2,,,94,82.5,96.9,1334.5,78.4,
95656.3,3159,1330-46 FOULKROD ST,"Foulkrod Apartment Associates, LP",886614100,19124,2,1996,Multifamily Housing,56280,5094482,407527.2,,,100,8.9,12.9,2367,32.3,
116519.8,3161,557 CHURCH LN,Penn Lee Apartments,881057500,19144,1,1941,Multifamily Housing,56184,4943452,2361852,,,100,44.1,50.7,3683.4,138.4,
561235.4,3248,6951 NEW STATE RD,MARJAM SUPPLY,884182000,19135,1,1945,Distribution Center,106400,3813146,301391.5,,,93,8.1,19.5,761,78.3,
564907.8,3250,1201 S 23RD ST,The Landreth,886650200,19146,1,1930,Multifamily Housing,66619,4138565,228490.2,,,100,11.9,30.2,3634,74.8,
586459.3,3253,6610 HASBROOK AVE,6610 Hasbrook Partnership,884121710,19111,1,1940,Mixed Use Property,93166,4566549,1708478,,,79,24.6,39,508.7,155.8,
593828.2,3254,3350 RICHMOND ST,Amy at Martin,786456000,19134,1,1899,K-12 School,62251,4124433,3418941.4,,,41,64.5,87.6,373.8,247.5,
597584.2,3255,2501 GRANT AVE,2501 Grant Ave,884286000,19114,1,1960,Non-Refrigerated Warehouse,121200,3782942,445719.4,,,98,8.6,19.3,99.5,90,
603287.7,3256,8020 ALGON AVE,8020 Algon,881183500,19152,1,1964,Multifamily Housing,50840,5029250,1873582,,,96,48.7,76,1220.8,166.4,
617408.2,3258,2235 CASTOR AVE,Warehouse America,884193000,19134,1,1961,Distribution Center,178250,3635787,742099.2,,,98,7.6,15.2,38.6,107.9,
630380.6,3260,1801-59 N AMERICAN ST,1801 N American,884080300,19122,1,1986,Non-Refrigerated Warehouse,87500,5056684,892866.4,,,91,17.4,33.3,61.9,117.4,
3081036,3310,8040 ROWLAND AVE,Park Terrace Apartments,881231500,19136,1,1964,Multifamily Housing,172200,4959870,7107614.6,,,72,59.2,99.5,5512.4,719.3,
3085147.1,3311,850 LOCUST ST,Saint George Senior Housing Corp,881008230,19107,1,1973,Multifamily Housing,48000,5010903,3476346.8,,,6,136.7,277.9,5102.3,526.9,
835271.2,3312,11771 E ROOSEVELT BLVD,1198-Philadelphia - Roosevelt BL,884269100,19154,1,2009,Non-Refrigerated Warehouse,108232,3663826,1066200.1,,,86,17.6,34.6,0,149.3,
843259.4,3313,2118-60 N 13TH ST,Elverson Military,781654210,19122,1,1930,K-12 School,74557,3330885,4095838.9,,,41,66.2,93.2,296.5,311.1,
854047.8,3315,2239-47 W MONTGOMERY AVE,2239 West Montgomery Ave,772176000,19121,1,1918,K-12 School,57200,3959812,219266.1,,,100,18.8,50.9,901.3,106.4,
856892.1,3317,780 BYBERRY RD,Sidewater House,886651800,19116,1,1998,Multifamily Housing,54396,5017217,2263509.1,,,79,57.5,93.3,1535.5,215.8,
858271.9,3318,6501-33 LIMEKILN PIKE,Kinsey,784226200,19138,1,1915,K-12 School,89200,3330744,6565085,,,5,83.2,107.5,437.1,443.9,
859761.6,3319,713 S 5TH ST,Meredith,781485800,19147,1,1930,K-12 School,55437,3330824,2241051.2,,,84,55.9,91.1,454.3,214.4,
866601.6,3320,2191 HORNIG RD,2191 Hornig Rd,884233835,19116,1,1950,Office,64638,3892836,0,,,100,13.4,42.1,41.1,96.1,
786514.8,3323,2829-59 N 23RD ST,Peirce TM,785735000,19132,1,1909,K-12 School,62000,3330861,131481.6,,,87,14.8,42.1,693.4,94.2,
804572.1,3324,7809 CASTOR AVE,Rhawnhurst,786066200,19152,1,1949,K-12 School,46000,3330980,3363040.2,,,29,90.6,131.7,673.6,267.9,
808148.9,3325,5300-34 BALTIMORE AVE,Harrington,783029800,19143,1,1926,K-12 School,66500,3330791,1995666.8,,,71,42.2,69.7,486.5,195.6,
880462.2,3321,2000 BENNETT RD,2000 Bennett,884233500,19116,3,1969,Mixed Use Property,80000,5029633,2147787.2,,,,37.9,62.7,119.6,211.7,
813311.6,3327,2101 N COLLEGE AVE,Girard Court Apartments,881070430,19121,1,1960,Multifamily Housing,61000,4966048,3328138.9,,,70,67.9,99.2,4287.8,267,
822549.6,3329,913-29 WALLACE ST,913 Wallace Street,884073505,19123,1,1950,Office,64000,3891695,3707904.3,,,90,70.8,101.2,145.1,288.2,
826076.2,3330,660-70 E ERIE AVE,Police Gun Permit Facility,884527017,19134,1,1982,Non-Refrigerated Warehouse,53000,4830357,2165518.7,,,29,56.4,91.8,142.1,206.7,
833520.9,3331,870 N 28TH ST,Brewery Condominiums- Brewery House,888152826,19130,1,1900,Multifamily Housing,51000,5036239,1016868.6,,,69,36.3,72.3,1090.7,146.5,
834216.6,3332,1114-50 S 5TH ST,Washington ES,781486600,19147,1,1937,K-12 School,68000,3330844,4203235.3,,,62,74.1,103.4,601.9,315.8,
1944832.5,3333,249-57 S 13TH ST,John C. Anderson Apartments,886806500,19107,1,2013,Multifamily Housing,62925,5031814,333483.1,,,65,36.2,102.6,2795.5,233.5,
1973500.8,3334,1006 IVY HILL RD,Laverock Apt.,881155012,19150,1,2007,Multifamily Housing,83286,5018938,948484,,,69,35.1,86.4,3970.1,269.3,
1976916.6,3335,113 BREAD ST,National at Old City Condominiums,888058116,19106,1,2006,Multifamily Housing,81616,5533988,1204461.1,,,95,39,91.6,5806.8,283.3,
1984132.6,3336,1520 CECIL B MOORE AVE,Beech Interplex,881147875,19121,1,2010,Multifamily Housing,75000,5806117,1305482.4,,,91,43.9,101.3,1838.9,289.4,
1985199.2,3337,531 RIGHTER ST,Cook-Wissahickon,784378900,19128,1,1969,K-12 School,73100,3330936,2959484.2,,,66,67.6,127.8,883.5,377.4,
1991939.9,3339,9152 ACADEMY RD,Holme,786002100,19114,1,1950,K-12 School,73000,3330763,2793976,,,35,65.6,125.9,1629.7,369.4,
2001505.5,3340,600 E THOMPSON ST,Penn Treaty,781401800,19125,1,1928,K-12 School,144000,3330875,9177783.9,,,51,77.6,110.6,2017.5,709.5,
2020748.5,3344,219 E WILLOW GROVE AVE,The Residences at 219,881045003,19129,5,1954,Multifamily Housing,85000,4928569,1718477.9,,,87,44,95.9,2624.2,315.4,
1051113.3,3346,529 SHAWMONT AVE,Shawmont,784401200,19128,1,1929,K-12 School,83510,3330933,4260867.1,,,54,63.6,93.1,641.3,342.9,
1056410.1,3347,4309-35 G ST,4309 G Street,884114510,19124,1,1950,Non-Refrigerated Warehouse,71509,3892818,0,,,78,14.8,46.4,833.2,117.2,
1069958.8,3349,1228-32 ARCH ST,Arch Street Exchange Condominium,888038054,19107,1,1912,Multifamily Housing,60640,5032929,1083978.9,,,96,35.5,74.2,1923,176.3,
1076486,3351,7701 BUSTLETON AVE,7701 Bustleton,881170000,19152,1,1963,Multifamily Housing,64768,5037171,6463800.1,,,7,116.4,157,3523.3,462.7,
1080017.4,3352,429 N 13TH ST,429 N. 13th Street,888057285,19123,1,1900,Multifamily Housing,60120,5216880,567685.8,,,100,27.4,66.3,928.3,150,
1080297.5,3353,2331-57 N 4TH ST,Welsh,786646000,19133,1,1966,K-12 School,71000,3330897,2743496.4,,,71,53.9,88.3,644.2,265.6,
1080809.3,3354,1001 BYBERRY RD,Comly,786057000,19116,1,1928,K-12 School,35045,3330981,4805034.6,,,9,168,240.8,709.2,375.1,
1083818.7,3355,9130 STATE RD,Clear Channel Outdoor,884265000,19136,1,1980,Office,53814,5853368,1357023.1,,,91,45.4,89.7,117.4,192.3,
1087505.4,3357,9501 E ROOSEVELT BLVD,MRA Realty,883088901,19114,1,1989,Medical Office,68776,3880929,378110.8,,,100,21.3,55.4,1505,140.7,
