parcelId,BuildingType,PrimaryPropertyType,LargestPropertyUseType,YearBuilt,NumberofBuildings,NumberofFloors,SourceEUI,PropertyGFATotal,ENERGYSTARScore,SiteEnergyUse,Building Description,Building Gross Sq Ft,Building Net Sq Ft,Building Number,Building Quality,Construction Class,Eff. Year,Elevators,Heating System,Number Of Buildings Aggregated,Percentage Complete,Predominant Use,Shape,Sprinklers,Stories,Year Built
1974600035,NonResidential,Hotel,Hotel,1904,1,5,84,190980,98,6505995,ALEXIS HOTEL,79200,79200,1,GOOD,MASONRY,1995,,WARMED AND COOLED AIR,1,100,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,5,1904
1974700025,Nonresidential COS,Other,Other - Entertainment/Public Assembly,1998,1,6,192.5,284100,,14641502,Benaroya Symphony Hall,284100,284100,1,EXCELLENT,REINFORCED CONCRETE,2001,Yes,COMPLETE HVAC,1,100,"THEATER, LIVE STAGE (379)",Very Irreg,Yes,6,1998
2767703875,NonResidential,Hospital,Hospital (General Medical & Surgical),1954,4,5,479.5,285333,14,68090728,SWEDISH MEDICAL CENTER BALLARD,198821,198821,1,AVERAGE/GOOD,REINFORCED CONCRETE,1995,Yes,COMPLETE HVAC,1,100,HOSPITAL (331),Rect or Slight Irreg,Yes,5,1954
2768000375,SPS-District K-12,K-12 School,K-12 School,1991,1,2,80.40000153,55513,93,1513570.75,WEST WOODLAND PARK PUBLIC SCHOOL,55100,55100,1,GOOD,MASONRY,2000,,HOT & CHILLED WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,2,1990
5247801465,Nonresidential COS,Other,Other,2006,1,4,338.2999878,61156,,9363374,"Fire Station, Emerg. Ops and Alarm Cntr",61156,61156,1,EXCELLENT,MASONRY,2008,Yes,COMPLETE HVAC,1,100,FIRE STATION (STAFFED) (322),Very Irreg,Yes,4,2006
5247802715,NonResidential,Other,Museum,1910,1,4,83.69999695,72820,,2010454.625,Museum,72820,59000,1,AVERAGE/GOOD,MASONRY,2006,Yes,COMPLETE HVAC,1,100,MUSEUM (481),Rect or Slight Irreg,Yes,4,1910
5458300285,NonResidential,Hotel,Hotel,1996,1,4,150.5,162222,76,7946961,HAMPTON INN & SUITES - ROOMS SIDE,71150,56950,1,AVERAGE/GOOD,REINFORCED CONCRETE,2010,Yes,ELECTRIC WALL,1,100,"HOTEL, LIMITED (332)",Rect or Slight Irreg,Yes,4,1996
5700000455,SPS-District K-12,K-12 School,K-12 School,1990,1,4,78.5,289588,90,8819852,FRANKLIN HIGH SCHOOL,239285,239285,1,GOOD,MASONRY,1980,Yes,STEAM,1,100,HIGH SCHOOL (ENTIRE) (484),Rect or Slight Irreg,Yes,4,1912
6003000470,NonResidential,University,College/University,1915,1,3,111.1999969,63330,,3059758,SIFF Cinema Egyptian,63330,63330,1,AVERAGE,MASONRY,1980,,HOT WATER,1,100,Classroom (College) (368),Rect or Slight Irreg,No,5,1915
6171900005,Campus,University,College/University,1970,27,2,192.8000031,441071,,38301744,Community College,441071,441071,1,AVERAGE,MASONRY,1991,,PACKAGE UNIT,1,100,COLLEGE (ENTIRE) (377),Very Irreg,Yes,2,1970
6418100005,NonResidential,Small- and Mid-Sized Office,Office,2002,1,2,476.5,96300,,16319835,medical office building-one tenant child,96300,96300,1,AVERAGE/GOOD,REINFORCED CONCRETE,2002,Yes,COMPLETE HVAC,1,100,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,2,2002
6834700175,Nonresidential COS,Other,"Repair Services (Vehicle, Shoe, Locksmith, etc)",1950,1,1,242.6999969,67356,,7475577.5,CITY ENGINEERING VEHICLE MAINT. SHOPS,67356,67356,1,AVERAGE,MASONRY,1975,,NO HEAT,1,100,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,No,1,1950
6840701230,SPS-District K-12,K-12 School,K-12 School,2008,1,3,120.3000031,254523,60,13567774,GARFIELD HIGH SCHOOL,45364,45364,1,AVERAGE,MASONRY,2000,,HOT WATER,1,100,HIGH SCHOOL (ENTIRE) (484),Rect or Slight Irreg,Yes,2,1900
7129302300,SPS-District K-12,K-12 School,K-12 School,2001,1,3,76.90000153,78804,92,2499140,ELEM SCHOOL,70640,70640,1,EXCELLENT,REINFORCED CONCRETE,2000,,FORCED AIR UNIT,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,3,1909
7152200350,SPS-District K-12,K-12 School,K-12 School,2002,1,3,94.09999847,66994,79,2371304.5,MADRONA SCHOOL,68775,68775,1,GOOD,MASONRY,2005,,HOT WATER,2,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,3,1900
7243500230,SPS-District K-12,K-12 School,K-12 School,2000,1,3,77.80000305,98357,88,3456131.5,Middle School,98900,98900,1,GOOD,MASONRY,2001,,FORCED AIR UNIT,1,100,HIGH SCHOOL (ENTIRE) (484),Very Irreg,Yes,3,2001
7378600265,NonResidential,Small- and Mid-Sized Office,Office,1958,1,1,234.8999939,54765,,4253369.5,MISSION OFFICES,54765,54765,1,AVERAGE,MASONRY,1970,,SPACE HEATERS,1,100,CHURCH (309),Rect or Slight Irreg,No,1,1958
7378600265,NonResidential,Other,Other - Lodging/Residential,2009,1,5,24.60000038,89821,,1950092.5,MISSION OFFICES,54765,54765,1,AVERAGE,MASONRY,1970,,SPACE HEATERS,1,100,CHURCH (309),Rect or Slight Irreg,No,1,1958
7443000070,NonResidential,University,College/University,1980,1,2,180.6999969,52611,,4116871.5,CLASSROOMS & OFFICES,58104,58104,1,AVERAGE,WOOD FRAME,1980,,FORCED AIR UNIT,1,100,COLLEGE (ENTIRE) (377),Rect or Slight Irreg,Yes,2,1980
7443000375,NonResidential,Residence Hall,Residence Hall/Dormitory,2001,1,4,70.19999695,139600,89,4448582.5,Dormitory,139600,102100,1,GOOD,WOOD FRAME,2001,,HEAT PUMP,1,100,DORMITORY (321),Long Rect or Irreg,,4,2001
2826049152,SPS-District K-12,K-12 School,K-12 School,2011,1,2,78.69999695,236758,96,8355988.5,SCHOOL,235163,235163,1,AVERAGE,MASONRY,1985,,HOT WATER,1,100,HIGH SCHOOL (ENTIRE) (484),Rect or Slight Irreg,Yes,2,1962
2908700085,NonResidential,Other,Other,1971,3,6,145.6000061,250981,,13071700,Alder Wing,90792,90792,1,AVERAGE,REINFORCED CONCRETE,1985,Yes,PACKAGE UNIT,1,100,GOVERNMENT COMMUNITY SERVICE BUILDING (491),Very Irreg,Yes,2,1951
2919200635,SPS-District K-12,K-12 School,K-12 School,2002,1,3,70.59999847,62526,96,1986094.875,Elementary School,60940,60940,1,GOOD,MASONRY,2002,,COMPLETE HVAC,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,3,1908
2924049043,NonResidential,Small- and Mid-Sized Office,Office,2007,1,3,165.8000031,64015,21,3242077.75,VEHICLE MAINTENANCE BLDG,64015,64015,1,AVERAGE,MASONRY,2007,No,SPACE HEATERS,1,100,"GARAGE, SERVICE REPAIR (528)",Very Irreg,Yes,1,2007
2926049025,NonResidential,Retail Store,Retail Store,1951,1,1,118.9000015,530039,98,27717034,Retail,46513,34945,1,AVERAGE,MASONRY,1970,,HOT WATER,1,100,RETAIL STORE (353),Rect or Slight Irreg,Yes,1,1950
2926049409,NonResidential,Other,Other/Specialty Hospital,1964,1,3,311,54224,,7265178,CONVLESCENT HOSPITAL,54224,50498,1,AVERAGE,REINFORCED CONCRETE,1964,Yes,HOT WATER,1,100,CONVALESCENT HOSPITAL (313),Rect or Slight Irreg,Yes,3,1964
2926049528,NonResidential,Retail Store,Retail Store,1965,1,4,223.6999969,124342,76,8765978,DEPT STORE,124342,117690,1,GOOD,REINFORCED CONCRETE,1983,,HEAT PUMP,1,100,DEPARTMENT STORE (318),Rect or Slight Irreg,Yes,4,1965
2982800005,NonResidential,Hospital,Hospital (General Medical & Surgical),1953,6,10,578.2000122,879000,10,253832464,CHILDREN'S OROTHOPEDIC HOSPITAL,580135,580135,1,GOOD,REINFORCED CONCRETE,1990,Yes,STEAM,1,100,HOSPITAL (331),Rect or Slight Irreg,Yes,10,1953
3026049024,NonResidential,Other,Financial Office,1996,1,3,194.1000061,55442,72,3191228.25,BANK & OFFICE,55442,36525,1,GOOD,STRUCTURAL STEEL,1996,Yes,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,1996
3050700050,SPS-District K-12,K-12 School,K-12 School,1999,1,2,107.3000031,242795,80,9157150,High School,241955,241955,1,GOOD,REINFORCED CONCRETE,2005,,COMPLETE HVAC,1,100,HIGH SCHOOL (ENTIRE) (484),Long Rect or Irreg,Yes,2,1999
3225049002,NonResidential,Self-Storage Facility,Self-Storage Facility,1910,1,5,28.799999239999998,84870,,1381590.125,12TH & MADISON SELF STORAGE,84870,38158,1,AVERAGE,REINFORCED CONCRETE,1979,Yes,HOT WATER,1,100,"MINI WAREHOUSE, HI-RISE (525)",Very Irreg,No,5,1910
3226049021,Campus,University,College/University,1970,11,2,161.1999969,694072,,35891484,DAY CARE CENTER-BLD 21 ON PLAT OF COLLEG,7549,7549,1,GOOD,WOOD FRAME,2000,,FORCED AIR UNIT,1,100,DAY CARE CENTER (426),Rect or Slight Irreg,Yes,1,1999
3332501090,SPS-District K-12,K-12 School,K-12 School,1952,1,2,58.90000153,173185,79,6127771.5,SHARPLES JR HIGH,168905,168905,1,AVERAGE,MASONRY,1965,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,2,1950
3438501230,SPS-District K-12,K-12 School,K-12 School,1963,1,1,69.5,145341,75,5499097,BOREN JR HIGH BLDGS 1-4,51864,51864,1,AVERAGE,WOOD FRAME,1980,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,1,1962
3466800065,NonResidential,Warehouse,Non-Refrigerated Warehouse,1904,1,4,36,114297,61,2100097.75,BOTTLING PLANT,114297,85401,1,AVERAGE,MASONRY,1955,,WARMED AND COOLED AIR,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,4,1910
3524049149,SPS-District K-12,K-12 School,K-12 School,1960,1,2,84.19999695,184125,86,8800292,HIGH SCHOOL,102424,102424,1,GOOD/EXCELLENT,WOOD FRAME,1990,,STEAM,1,100,HIGH SCHOOL (ENTIRE) (484),Rect or Slight Irreg,,2,1960
3526039131,SPS-District K-12,K-12 School,K-12 School,1959,1,1,0,160270,,0,WHITMAN MIDDLE SCHOOL,162870,162870,1,GOOD,MASONRY,1980,,HOT WATER,1,100,JUNIOR HIGH SCHOOL (ENTIRE) (366),Rect or Slight Irreg,Yes,1,1959
3573700006,NonResidential,Warehouse,Non-Refrigerated Warehouse,1937,1,1,42,234144,87,6744317,SEARS SERVICE CENTER,50400,50400,1,AVERAGE,MASONRY,1980,,SPACE HEATERS,1,100,WAREHOUSE DISCOUNT STORE (458),Rect or Slight Irreg,Yes,1,1967
3624039009,NonResidential,Retail Store,Retail Store,1966,1,1,130.6999969,64984,72,2944296.25,Bldg A - Marshalls/Bed Bath & Beyond,63387,63387,1,AVERAGE/GOOD,MASONRY,2000,,COMPLETE HVAC,1,100,COMMUNITY SHOPPING CENTER (413),Rect or Slight Irreg,Yes,1,1966
3624039009,NonResidential,Retail Store,Retail Store,1965,1,1,223.8999939,67745,37,9230223,Bldg A - Marshalls/Bed Bath & Beyond,63387,63387,1,AVERAGE/GOOD,MASONRY,2000,,COMPLETE HVAC,1,100,COMMUNITY SHOPPING CENTER (413),Rect or Slight Irreg,Yes,1,1966
3624039032,SPS-District K-12,K-12 School,K-12 School,2010,1,2,81.59999847,367884,97,12265516,SCHOOL,362508,362508,1,AVERAGE/GOOD,MASONRY,1990,,WARMED AND COOLED AIR,1,100,HIGH SCHOOL (ENTIRE) (484),Rect or Slight Irreg,Yes,2,1956
3624039057,SPS-District K-12,K-12 School,K-12 School,1958,1,1,82.19999695,46797,86,2075891,ROXHILL ELEM SCHOOL,51422,51422,1,AVERAGE,MASONRY,1980,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,1,1958
3646100540,SPS-District K-12,K-12 School,K-12 School,1963,1,3,0,136188,,0,PUBLIC HIGH SCHOOL,142194,142194,1,AVERAGE,MASONRY,1970,,HOT WATER-RADIANT,1,100,HIGH SCHOOL (ENTIRE) (484),Rect or Slight Irreg,Yes,3,1963
3693901110,NonResidential,Other,Other,1973,1,3,66.19999695,56000,,1851260.5,MUSEUM,56169,56169,1,AVERAGE,MASONRY,1970,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,2,1907
3812400550,SPS-District K-12,K-12 School,K-12 School,2004,1,2,78,67371,92,2128459,Public Elementary School,67592,67592,1,AVERAGE,WOOD FRAME,2004,,ELECTRIC WALL,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Very Irreg,Yes,2,2004
3874900040,NonResidential,Self-Storage Facility,Self-Storage Facility,1969,1,2,48.79999924,52088,,1377519.5,U-HAUL / SELF-STORAGE,52088,32497,1,AVERAGE,MASONRY,2000,Yes,SPACE HEATERS,1,100,MINI-WAREHOUSE (386),Rect or Slight Irreg,Yes,2,1969
4083301505,SPS-District K-12,K-12 School,K-12 School,2010,1,3,100,127776,75,4748137,SCHOOL,120579,105994,1,AVERAGE,MASONRY,2000,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,3,1928
4088802955,NonResidential,Hotel,Hotel,1998,1,5,148.1999969,123920,79,9373179,SILVER CLOUD INN LAKE UNION,123920,93920,1,GOOD,REINFORCED CONCRETE,1998,Yes,PACKAGE UNIT,1,100,"HOTEL, LIMITED (332)",Very Irreg,Yes,5,1998
4088803210,Nonresidential COS,Other,Museum,1900,1,1,368.8999939,50000,,7548807,MOHAI,50000,50000,1,AVERAGE,REINFORCED CONCRETE,2012,,HOT WATER,1,100,MUSEUM (481),Rect or Slight Irreg,No,1,1900
4088803530,Nonresidential COS,Warehouse,Non-Refrigerated Warehouse,1926,1,2,25.10000038,50292,,430473.6875,MAINTENANCE SHOP,50292,22536,1,AVERAGE,MASONRY,1965,,HOT WATER,1,100,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,No,2,1926
4088803586,NonResidential,Hotel,Hotel,1998,1,7,164.5,207656,76,11171988,COURTYARD MARRIOTT- SEATTLE,207656,153315,1,AVERAGE/GOOD,REINFORCED CONCRETE,2000,Yes,HEAT PUMP,1,100,"HOTEL, FULL SERVICE (841)",Long Rect or Irreg,Yes,7,1998
4240400005,SPS-District K-12,K-12 School,K-12 School,1999,1,2,84.30000305,67235,89,2284133.75,SCHOOL BUILDINGS A & B,66000,66000,1,AVERAGE/GOOD,MASONRY,2005,,WARMED AND COOLED AIR,2,100,ELEMENTARY SCHOOL (ENTIRE) (365),Long Rect or Irreg,Yes,2,1999
4310701070,Nonresidential COS,Small- and Mid-Sized Office,Office,1957,1,2,262.7000122,91130,,9472358,CITY LIGHT WAREHOUSE,85017,82664,1,AVERAGE/GOOD,REINFORCED CONCRETE,1987,,HOT WATER,1,100,"WAREHOUSE, DISTRIBUTION (407)",Rect or Slight Irreg,No,2,1957
4315700020,SPS-District K-12,K-12 School,K-12 School,1991,1,3,66.09999847,58118,97,1407277.25,SCHOOL,53189,53189,1,AVERAGE/GOOD,MASONRY,1991,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,3,1910
4468400005,NonResidential,Hotel,Hotel,1968,1,4,184.6999969,64893,70,6197825,HOTEL NEXUS - NORTHGATE,64893,64893,1,AVERAGE,WOOD FRAME,2000,Yes,COMPLETE HVAC,1,100,"Hotel, Limited Service (595)",Rect or Slight Irreg,Yes,4,1968
5100404840,SPS-District K-12,K-12 School,K-12 School,1989,1,2,0,52792,,0,SEATTLE PUBLIC SCHOOL,56614,56614,1,AVERAGE,MASONRY,1989,,WARMED AND COOLED AIR,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,2,1989
5129000050,SPS-District K-12,K-12 School,K-12 School,1925,1,1,68,70762,87,3606416,ELEMENTARY SCHOOL,55390,55390,1,AVERAGE,WOOD FRAME,1960,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,1,1950
5247800030,NonResidential,Small- and Mid-Sized Office,Office,1900,1,3,101.3000031,44558,78,1677002.25,OFFICE BUILDING W/RETAIL ON 1ST FLOOR,44558,35882,1,AVERAGE,MASONRY,1968,No,SPACE HEATERS,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,1900
7666204876,NonResidential,Other,Other - Entertainment/Public Assembly,1999,1,6,104.6999969,1585960,,59757440,EXHIBITION HALL & PARKING GARAGE,793990,793990,1,EXCELLENT,REINFORCED CONCRETE,2005,Yes,PACKAGE UNIT,1,100,PARKING STRUCTURE (345),Very Irreg,Yes,6,1999
7666205660,Nonresidential COS,Distribution Center,Distribution Center,1924,1,2,156.3000031,179161,,9436408,CITY LIGHT,179161,101221,1,AVERAGE,REINFORCED CONCRETE,1952,,ELECTRIC WALL,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1924
7666205660,Nonresidential COS,Warehouse,Non-Refrigerated Warehouse,1965,1,2,175.3999939,58640,,3928695.25,CITY LIGHT,179161,101221,1,AVERAGE,REINFORCED CONCRETE,1952,,ELECTRIC WALL,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,2,1924
7666206483,NonResidential,Other,Other - Entertainment/Public Assembly,1999,1,3,125.0999985,1172127,,58761304,SAFECO FIELD,1124000,1124000,1,EXCELLENT,REINFORCED CONCRETE,2005,Yes,COMPLETE HVAC,1,100,FIELD HOUSES (486),Very Irreg,Yes,3,1999
7666206720,NonResidential,Hotel,Hotel,2005,1,9,183,168449,64,12726789,SILVER CLOUD INN,168449,129181,1,AVERAGE/GOOD,REINFORCED CONCRETE,2005,Yes,WARMED AND COOLED AIR,1,100,"HOTEL, FULL SERVICE (841)",Very Irreg,Yes,9,2005
7666703020,NonResidential,Warehouse,Non-Refrigerated Warehouse,1916,0,4,95.09999847,79600,34,2411402.25,WAREHOUSE (ABONDONED BLDG),79600,79600,1,LOW COST,MASONRY,1916,,SPACE HEATERS,1,100,STORAGE WAREHOUSE (406),Very Irreg,No,4,1916
7821200700,SPS-District K-12,K-12 School,K-12 School,1997,1,4,60.79999924,241066,79,7791957,MAIN SCHOOL BUILDING,194679,194679,1,AVERAGE,MASONRY,1920,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,4,1906
7883608601,Campus,Large Office,Office,1980,14,2,451.2000122,334368,,53466684,FLIGHT TRAINING CENTER (BLDG 15-20),114061,83702,1,AVERAGE,MASONRY,1980,Yes,HOT & CHILLED WATER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,1980
8632880000,NonResidential,Other,Parking,2008,1,6,285.7000122,419848,,9134963,THORNTON CINEMA BUILDING,59603,59603,1,GOOD,WOOD FRAME,2009,No,HEAT PUMP,1,100,"THEATER, CINEMA (380)",Long Rect or Irreg,Yes,2,2009
8681450000,NonResidential,Mixed Use Property,Multifamily Housing,2002,1,4,291.3999939,110785,,10557910,Condo - Safeway & Retail,82061,42882,1,GOOD,STRUCTURAL STEEL,2003,Yes,ELECTRIC,1,100,MIXED USE-RETAIL CONDO (848),Very Irreg,Yes,4,2003
8729690000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2003,1,7,175.3999939,116947,,10040121,Administrative Offices/Temporary Res.,116947,94880,1,GOOD,STRUCTURAL STEEL,2003,Yes,COMPLETE HVAC,1,100,GROUP CARE HOME (424),Long Rect or Irreg,Yes,7,2003
6792120000,NonResidential,Hotel,Hotel,1999,1,0,272.8999939,934292,,65047284,PINE ST. CONDO - ELLIOTT GRAND HYATT SEA,518497,38588,1,EXCELLENT,STRUCTURAL STEEL,2001,Yes,COMPLETE HVAC,1,100,"HOTEL, FULL SERVICE (841)",Long Rect or Irreg,Yes,8,2001
7942600331,NonResidential,Hospital,Hospital (General Medical & Surgical),1990,6,5,454.3999939,597519,34,143423024,EAST TOWER,129838,129838,3,GOOD,REINFORCED CONCRETE,1990,Yes,COMPLETE HVAC,1,100,HOSPITAL (331),Rect or Slight Irreg,Yes,5,1990
7972603210,SPS-District K-12,K-12 School,K-12 School,1999,1,1,91.40000153,71714,87,2371358,HIGHLAND PARK SCHOOL,51600,51600,1,GOOD,MASONRY,1999,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Very Irreg,Yes,1,1999
8033700250,NonResidential,Warehouse,Non-Refrigerated Warehouse,1991,1,3,21.700000760000002,75397,91,549181.375,PUBLIC STORAGE 553 Spaces,75397,49450,1,AVERAGE/GOOD,MASONRY,1996,Yes,HEAT PUMP,1,100,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,Yes,3,1991
8590900220,NonResidential,Hospital,Hospital (General Medical & Surgical),2000,9,8,502.8999939,1158691,29,293090784,Firehouse Conference Center,7930,7930,1,AVERAGE,WOOD FRAME,1985,,STEAM WITHOUT BOILER,1,100,OFFICE BUILDING (344),Long Rect or Irreg,,2,1903
8592900105,NonResidential,Senior Care Community,Senior Care Community,1999,1,5,254.3000031,102796,,10105379,Community Center & Assisted Housing,102796,102796,1,AVERAGE,MASONRY,1999,Yes,COMPLETE HVAC,1,100,MIXED RETAIL W/RES. UNITS (459),Long Rect or Irreg,Yes,5,1999
8702100050,SPS-District K-12,K-12 School,K-12 School,2002,1,2,90,208981,80,8164853,PUBLIC HIGH SCHOOL,197000,197000,1,GOOD/EXCELLENT,MASONRY,2002,,WARMED AND COOLED AIR,1,100,HIGH SCHOOL (ENTIRE) (484),Rect or Slight Irreg,Yes,2,1920
8725600350,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,1909,1,6,156.8000031,51976,34,4189569.25,BOARDING HOUSE&RETAIL 1ST LEVEL,51976,50350,1,AVERAGE,MASONRY,1985,,HOT WATER,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,6,1909
8816400900,NonResidential,K-12 School,K-12 School,1928,1,2,26.299999239999998,55653,98,1377627,SCHOOL,55653,55653,1,LOW COST,WOOD FRAME,1928,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,2,1928
8817400055,NonResidential,Hotel,Hotel,1931,1,16,186.8999939,106860,49,11935719,HOTEL DECA,106860,106860,1,AVERAGE/GOOD,REINFORCED CONCRETE,1995,Yes,HOT WATER,1,100,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,16,1931
8822900465,NonResidential,Small- and Mid-Sized Office,Office,1972,1,5,170.3999939,50759,62,3147042,OFFICE,50759,39350,1,GOOD,REINFORCED CONCRETE,1980,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,1972
8823902255,NonResidential,Worship Facility,Worship Facility,1952,1,2,81,56772,46,2439484.75,CHURCH,56772,56772,1,AVERAGE,REINFORCED CONCRETE,1955,,HOT WATER,1,100,CHURCH WITH SUNDAY SCHOOL (308),Rect or Slight Irreg,No,2,1952
8823902325,NonResidential,Worship Facility,Worship Facility,1952,1,3,96.90000153,103000,42,4854429.5,CHURCH,87250,87250,1,AVERAGE,REINFORCED CONCRETE,1990,,HOT WATER,1,100,CHURCH (309),Rect or Slight Irreg,No,3,1952
8826900005,SPS-District K-12,K-12 School,K-12 School,2006,1,3,96.80000305,269297,80,10498344,ROOSEVELT HIGH SCHOOL,382762,382762,1,GOOD,MASONRY,2004,,HOT WATER,4,100,HIGH SCHOOL (ENTIRE) (484),Very Irreg,Yes,3,2004
8827900180,SPS-District K-12,K-12 School,K-12 School,2001,1,3,82.40000153,75174,77,2733846,ELEMENTARY SCHOOL,75072,75072,1,AVERAGE,MASONRY,1985,,HOT & CHILLED WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,3,1926
9270200005,SPS-District K-12,K-12 School,K-12 School,2003,1,3,80.80000305,75214,88,2334260,gym and cafeteria,16438,16438,1,GOOD/EXCELLENT,MASONRY,2001,,FORCED AIR UNIT,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,1,2001
9278300005,SPS-District K-12,K-12 School,K-12 School,2005,1,3,74.59999847,134918,91,3822102.5,JAMES MADISON JR HI SCHOOL,132295,132295,1,GOOD/EXCELLENT,MASONRY,2006,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,3,1928
9344400300,SPS-District K-12,K-12 School,K-12 School,1991,1,2,110.3000031,64414,67,2295176.5,SCHOOL,58236,58236,1,AVERAGE,MASONRY,1991,,HEAT PUMP,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,2,1991
9528103775,SPS-District K-12,K-12 School,K-12 School,1927,1,3,74.40000153,92437,78,4626443,John Marshall School,88304,88304,1,GOOD,REINFORCED CONCRETE,1980,,FORCED AIR UNIT,1,100,HIGH SCHOOL (ENTIRE) (484),Rect or Slight Irreg,Yes,3,1946
2141290000,NonResidential,Other,Other - Entertainment/Public Assembly,1914,1,7,142.3999939,128766,,6057410,Live Theater & Apts,166570,148854,1,AVERAGE,REINFORCED CONCRETE,1990,Yes,COMPLETE HVAC,1,100,"THEATER, LIVE STAGE (379)",Rect or Slight Irreg,Yes,7,1914
2301950000,NonResidential,Residence Hall,Residence Hall/Dormitory,1913,1,9,113.5,107572,76,5572503,CONDOMINIUM MIXED PROPERTY,107572,94038,1,AVERAGE,REINFORCED CONCRETE,1980,Yes,STEAM,1,100,FRATERNAL BUILDING (323),Rect or Slight Irreg,Yes,9,1913
2302700000,NonResidential,Other,Other,1955,1,15,962.0999756,230880,,62197176,"""OFF A=132,335SF,B=53961SF""",230880,186300,1,AVERAGE,STRUCTURAL STEEL,1985,Yes,(unknown),1,100,OPEN OFFICE (820),Rect or Slight Irreg,,15,1955
3388120000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,1917,1,4,80.80000305,56617,15,1986611.375,Residential/Community Center,56617,45818,1,AVERAGE/GOOD,MASONRY,2006,Yes,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,4,1917
3993000000,Multifamily MR (5-9),Mid-Rise Multifamily,Multifamily Housing,2009,1,6,133.8999939,56745,54,2473962.5,LOW - INCOME DISABLED HOUSING,56745,36245,1,AVERAGE,WOOD FRAME,2009,Yes,ELECTRIC,1,100,APARTMENT (300),Very Irreg,Yes,6,2009
6434000000,Multifamily LR (1-4),Low-Rise Multifamily,Multifamily Housing,2003,1,4,193.3999939,67920,,2772124.75,Three Unit Mixed Use Building,63168,47498,1,GOOD,MASONRY,2005,Yes,COMPLETE HVAC,1,100,GOVERNMENT COMMUNITY SERVICE BUILDING (491),Rect or Slight Irreg,Yes,4,2005
7549802085,SPS-District K-12,K-12 School,K-12 School,2007,1,3,88.09999847,204961,94,8190809,MULTI-POURPOSE BLDG,164256,164256,1,AVERAGE,MASONRY,2006,Yes,COMPLETE HVAC,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,3,1927
