parcelId,BuildinDescription,ENERGYSTARScore,SiteEnergyUse,SourceEUI,PropertyGFATotal,BuildinQuality,ConstructioClass,EffYear,YearBuilt,Elevators,HeatinSystem,NumbeOBuildingAggregated,PredominanUse,Shape,Sprinklers,NumberofFloors,PredominantUseCode,HeatinSystemCode,SiteEnergyUseLog
0660001460,TERRY AVENUE HOUSING,95,2709973.75,99.09999847,65210,AVERAGE,WOOD FRAME,14,26,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,7,300,ELECTRIC WALL,14.812449506462107
0660001470,Film processing and production,,323739.4063,38.5,21600,AVERAGE,REINFORCED CONCRETE,44,90,,HOT WATER,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,3,494,HOT WATER,12.687694169607232
0660001580,OFFICE BLDG,,873221.875,29.299999239999998,93660,LOW COST,REINFORCED CONCRETE,54,54,,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,WARMED AND COOLED AIR,13.679944954878726
0660001725,AUTOMOBILE DEALERSHIP,,1310236.625,61.20000076,67224,AVERAGE,MASONRY,43,88,,HOT WATER,1,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,Yes,2,528,HOT WATER,14.085718308636734
0660001855,EMBASSY APARTMENTS,93,1224685.125,91.5,21712,AVERAGE,MASONRY,31,93,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL,14.018194328103986
0660001905,PINE+MINOR MIXED-USE APARTMENTS,94,2599171.75,72.80000305,88974,AVERAGE/GOOD,WOOD FRAME,4,5,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,7,300,ELECTRIC,14.770703394549123
0660001970,OLIVE TOWER APTS,82,3077371,140.8000031,50141,AVERAGE,REINFORCED CONCRETE,28,90,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,14,300,HOT WATER,14.939586219021662
0660002054,Metropolitan Park West,79,24224888,218.3999939,413715,GOOD,REINFORCED CONCRETE,18,38,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,18,344,COMPLETE HVAC,17.002891092407403
0660002340,APT BLDG W/RETAIL,,3986982.75,83.40000153,140049,AVERAGE,WOOD FRAME,14,25,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,ELECTRIC WALL,15.198545299792809
0660002381,Metropolitan Park North,94,9765777,150.8999939,381381,GOOD,STRUCTURAL STEEL,18,18,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,11,344,COMPLETE HVAC,16.094394689019875
0660002410,OFFICE BUILDING,65,26823218,227.8999939,497513,GOOD,STRUCTURAL STEEL,18,30,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,20,344,COMPLETE HVAC,17.10477841370593
0660002545,EL CAPITAN APTS,85,2569106.5,68.59999847,58954,AVERAGE,MASONRY,31,93,Yes,HOT WATER,1,APARTMENT (300),Long Rect or Irreg,Yes,5,300,HOT WATER,14.759068731052137
0660002565,SHERWOOD APTS,98,1128311.125,66.40000153,37992,AVERAGE,MASONRY,33,102,Yes,HOT WATER,1,APARTMENT (300),Long Rect or Irreg,No,5,300,HOT WATER,13.93623249304425
0660002680,SPRINGHILL SUITES - SEATTLE,57,11061916,181.1000061,171866,AVERAGE/GOOD,REINFORCED CONCRETE,13,17,Yes,COMPLETE HVAC,1,"HOTEL, FULL SERVICE (841)",Very Irreg,Yes,10,841,COMPLETE HVAC,16.219018775944377
0676000010,THE BEN LOMOND,98,1603017.5,62.5,40489,AVERAGE/GOOD,MASONRY,30,108,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,5,300,HOT WATER,14.287398348562668
0676000070,THE ROUNDCLIFFE,55,874707,96.40000153,34800,AVERAGE,MASONRY,31,93,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL,13.681644252119723
0676000100,SIR GALAHAD APT,,753721.125,72.90000153,28058,AVERAGE,WOOD FRAME,28,90,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER,13.532777717832033
0694000055,APARTMENT- 49 UNITS,98,1430356.75,59.59999847,47343,AVERAGE,WOOD FRAME,4,4,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,7,300,ELECTRIC,14.173434446646722
0694000080,CORNELIUS APTS,53,3229864.5,157.8000031,86560,AVERAGE,REINFORCED CONCRETE,21,93,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,9,300,ELECTRIC WALL,14.987950743854498
0694000115,SECURITY HOUSE,18,4206839.5,166.6999969,91600,AVERAGE,REINFORCED CONCRETE,17,40,No,WARMED AND COOLED AIR,1,APARTMENT (300),Long Rect or Irreg,Yes,13,300,WARMED AND COOLED AIR,15.252222211143689
0694000130,Shelby Apts,74,2807792.75,117.5,142063,GOOD,WOOD FRAME,7,17,Yes,ELECTRIC,1,APARTMENT (300),Very Irreg,Yes,6,300,ELECTRIC,14.847909234423913
0694000205,OFFICE BLDG,79,25307744,187.3999939,543876,AVERAGE/GOOD,STRUCTURAL STEEL,28,39,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,24,344,HEAT PUMP,17.046620993819214
0695000005,APARTMENTS,85,4192895,90.09999847,188717,AVERAGE,WOOD FRAME,14,26,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,8,300,ELECTRIC WALL,15.248901984103123
0695000080,BREMER APARTMENTS,82,1713381.75,85.09999847,33400,AVERAGE,MASONRY,31,94,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER,14.35397960711883
0695000130,VERSAILLES APARTMENTS,68,1135172.25,112,41030,AVERAGE,WOOD FRAME,14,27,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,ELECTRIC,13.942294959497472
0695000135,OFFICE/LAB BLDG,,8218155.5,343.6000061,109347,AVERAGE,REINFORCED CONCRETE,28,38,Yes,COMPLETE HVAC,1,LABORATORIES (496),Rect or Slight Irreg,Yes,4,496,COMPLETE HVAC,15.921856350125278
0695000180,Mixed Use Apts,,2926089.5,137.6999969,41359,AVERAGE,WOOD FRAME,11,16,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,6,300,ELECTRIC WALL,14.889177447927628
0695000285,WINDEMERE APARTMENTS,61,684941.375,89.69999695,23989,AVERAGE/GOOD,MASONRY,22,93,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL,13.437088529640242
0695000335,OFFICE BLDG,64,20361158,233.3000031,396626,AVERAGE/GOOD,STRUCTURAL STEEL,28,36,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,WARMED AND COOLED AIR,16.829139624257103
0696000025,MEDICAL OFFICE BUILDING,51,1553208.375,182.8999939,26670,AVERAGE,REINFORCED CONCRETE,36,66,Yes,HEAT PUMP,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,4,341,HEAT PUMP,14.255833268918854
0696000035,LEE COURT,,1044220.625,105.5999985,41834,AVERAGE,WOOD FRAME,14,27,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,ELECTRIC WALL,13.858781351726748
0696000055,24 story apartment building,55,10055690,95,295754,GOOD,REINFORCED CONCRETE,5,5,Yes,COMPLETE HVAC,1,APARTMENT (300),Approx Square,Yes,24,300,COMPLETE HVAC,16.123649201410302
0696000095,CHARLESGATE APTS,86,2195828,90.5,34060,AVERAGE,MASONRY,31,96,No,HOT WATER-RADIANT,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,3,352,HOT WATER-RADIANT,14.60206975431819
0696000135,WINDHAM APTS,46,1807738.25,113.3000031,37300,AVERAGE/GOOD,REINFORCED CONCRETE,32,93,Yes,ELECTRIC,1,APARTMENT (300),Long Rect or Irreg,No,7,300,ELECTRIC,14.407587036223514
0696000175,Office Building,74,14913424,235.1000061,287471,GOOD,REINFORCED CONCRETE,13,16,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,COMPLETE HVAC,16.517772304910523
0696000250,Fountain Ct. Apartments,79,8233527.5,89.59999847,328947,AVERAGE/GOOD,WOOD FRAME,8,20,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,ELECTRIC,15.923725095647972
0696000260,Sidney Apts,74,3603765.25,85.5,160141,GOOD,WOOD FRAME,8,18,Yes,ELECTRIC WALL,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,6,459,ELECTRIC WALL,15.097489759628882
0696000300,STONECLIFF APTS,57,743748.5,104.3000031,22400,AVERAGE,MASONRY,31,95,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL,13.51945821903322
0696000305,BAYVIEW TOWER,9,3742915,167.3999939,70200,GOOD,STRUCTURAL STEEL,18,39,Yes,HOT WATER,1,APARTMENT (300),Long Rect or Irreg,Yes,13,300,HOT WATER,15.135375277571805
0696000325,EDWARDS ON FIFTH,94,890977.8125,84.40000153,21840,AVERAGE,MASONRY,27,89,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,6,300,HOT WATER,13.700074804347157
0696000335,THE DAVENPORT APTS,64,2204161.25,112.5999985,33880,AVERAGE/GOOD,REINFORCED CONCRETE,22,93,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,No,3,352,HOT WATER,14.605857609010643
0696000355,Mixed Use Apt,84,5887101.5,108.6999969,201839,AVERAGE/GOOD,REINFORCED CONCRETE,4,4,Yes,HEAT PUMP,1,APARTMENT (300),Very Irreg,Yes,13,300,HEAT PUMP,15.588274329241077
0697000025,SKYE AT BELLTOWN APTS,81,17431872,93.09999847,393841,GOOD/EXCELLENT,REINFORCED CONCRETE,18,69,Yes,HOT WATER,2,APARTMENT (300),Very Irreg,Yes,18,300,HOT WATER,16.67381081276183
0697000064,OFFICE,94,5357833,112.4000015,192630,AVERAGE,REINFORCED CONCRETE,23,71,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,COMPLETE HVAC,15.49407016025455
0697000170,HOTEL 5,57,4456714.5,199.6999969,68410,AVERAGE,WOOD FRAME,15,40,Yes,ELECTRIC WALL,1,"HOTEL, LIMITED (332)",Rect or Slight Irreg,Yes,5,332,ELECTRIC WALL,15.309922393336711
0697000235,OFFICE BLDG,85,17750994,185.6000061,378002,AVERAGE/GOOD,STRUCTURAL STEEL,18,35,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,15,344,HEAT PUMP,16.691952072317758
0697000400,Office/Retail Bldg,,1067153.75,97.40000153,23752,AVERAGE,MASONRY,33,53,,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,1,344,HEAT PUMP,13.880505615498244
0698000040,OFFICE BLDG,3,29949248,506.1000061,253103,AVERAGE/GOOD,STRUCTURAL STEEL,23,34,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,8,344,COMPLETE HVAC,17.215014773696318
0698800000,BELLTOWN CENTER CONDOMINIUM,,1494727,98.30000305,34080,AVERAGE,REINFORCED CONCRETE,16,16,Yes,COMPLETE HVAC,1,GROUP CARE HOME (424),Rect or Slight Irreg,Yes,8,424,COMPLETE HVAC,14.217454139436274
0752000170,School,75,6779173,68.09999847,160645,AVERAGE/GOOD,MASONRY,53,69,,HOT WATER,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,2,365,HOT WATER,15.729365676075671
0767000060,SUPERMARKET (QFC),54,14293972,518.7999878,60880,AVERAGE,MASONRY,28,62,,HEAT PUMP,1,SUPERMARKET (446),Rect or Slight Irreg,Yes,1,446,HEAT PUMP,16.475348467896282
0820000038,SAN MARINO APT/OFFICE,63,1332591.5,118.8000031,56473,AVERAGE/GOOD,WOOD FRAME,7,16,Yes,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,4,352,ELECTRIC,14.102636100582052
0826000040,CAL-MORE CIRCLE APTS,99,1484853.75,68.69999695,51490,AVERAGE,MASONRY,21,50,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,No,8,300,ELECTRIC WALL,14.2108268405205
0832000005,GREENWOOD NORTH APTS,69,878927.8125,88.09999847,31317,AVERAGE,WOOD FRAME,26,52,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,13.686458048721528
0850000300,CHURCH,77,1145535.75,50.20000076,45991,GOOD,MASONRY,33,90,,FORCED AIR UNIT,1,CHURCH (309),Rect or Slight Irreg,No,2,309,FORCED AIR UNIT,13.9513829894677
0914000020,EMERALD SHORES,78,806615,77.69999695,32612,AVERAGE,WOOD FRAME,30,60,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL,13.60060175782672
0924049006,THE CENTURY HOUSE,36,2363161,126.9000015,58485,AVERAGE,WOOD FRAME,23,47,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,14.67551068757636
0925049079,Ivy Ridge,80,2818073,96.59999847,147443,AVERAGE,WOOD FRAME,12,19,,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,3,352,ELECTRIC,14.851563876002327
0925049143,BAL-DEN APTS,74,567280.625,82.69999695,21528,LOW/AVERAGE,WOOD FRAME,34,58,No,FORCED AIR UNIT,1,APARTMENT (300),Very Irreg,No,4,300,FORCED AIR UNIT,13.248609389725967
0925049346,BLDG A (East) / BLDG D - Central NE,,5453438.5,149.1000061,93803,GOOD/EXCELLENT,REINFORCED CONCRETE,18,62,,WARMED AND COOLED AIR,1,RETAIL STORE (353),Long Rect or Irreg,,2,353,WARMED AND COOLED AIR,15.511756885125891
0925049395,TRAILSIDE APTS,1,2534873.5,304.2999878,26157,AVERAGE,WOOD FRAME,30,59,No,ELECTRIC WALL,2,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL,14.745654292381635
0925049406,OFFICE DEPOT,82,1169394.875,125.4000015,25735,AVERAGE,MASONRY,22,22,,HEAT PUMP,1,DISCOUNT STORE (319),Rect or Slight Irreg,Yes,1,319,HEAT PUMP,13.971996972124742
0925049417,BLAKELEY MANOR,59,1675510.875,88.09999847,57856,AVERAGE,WOOD FRAME,20,34,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL,14.331628676738259
0939000025,OFFICE BUILDING WITH RETAIL ON 1ST FLOOR,77,2933288.75,143.1999969,50176,AVERAGE,MASONRY,20,118,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,STEAM WITHOUT BOILER,14.891634791801184
0939000080,COURTYARD MARRIOTT PIONEER SQUARE,43,13723820,180.8999939,163984,AVERAGE,STRUCTURAL STEEL,23,114,Yes,WARMED AND COOLED AIR,1,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,15,841,WARMED AND COOLED AIR,16.43464356716476
0939000085,ST CHARLES HOTEL APTS,62,2050861.125,110.5999985,23338,AVERAGE,MASONRY,20,107,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,HOT WATER,14.533770323889287
0939000100,Apartments with retail,74,999856,58.40000153,39594,AVERAGE,MASONRY,28,118,Yes,FORCED AIR UNIT,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,6,459,FORCED AIR UNIT,13.815366547595278
0939000105,AIDS HOUSING OF WASHINGTON,1,4573777,182.6999969,63712,AVERAGE,MASONRY,43,108,Yes,STEAM,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,STEAM,15.335849898550384
0939000115,HARTFORD BUILDING,95,511797.4063,65.59999847,20028,AVERAGE,MASONRY,50,89,,STEAM WITHOUT BOILER,1,MIXED USE OFFICE (840),Rect or Slight Irreg,No,2,840,STEAM WITHOUT BOILER,13.145684134895061
0939000120,Mixed use Apartment / Retail,,3245772,146.8000031,65535,AVERAGE,MASONRY,24,112,Yes,ELECTRIC,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,10,459,ELECTRIC,14.99286378429396
0939000125,OFFICE BUILDING W/RETAIL ON 1ST FLOOR,100,552007.5,51.20000076,23622,AVERAGE,MASONRY,31,118,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,7,344,STEAM WITHOUT BOILER,13.221316912123452
0939000130,OFFICE BUILDING,85,3903259.75,141.6000061,89550,GOOD,MASONRY,29,118,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,7,344,STEAM WITHOUT BOILER,15.177322595319048
0939000140,OFFICE BUILDING,67,883197.6875,117.6999969,23563,AVERAGE,MASONRY,42,116,,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,STEAM WITHOUT BOILER,13.691304336181794
0939000150,OFFICE BUILDING,66,4178233.5,145.3999939,89355,AVERAGE/GOOD,MASONRY,31,118,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,WARMED AND COOLED AIR,15.245399107521655
0939000230,OFFICE BUILDING,75,6758565.5,185.8999939,116640,GOOD,REINFORCED CONCRETE,28,107,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,17,344,HEAT PUMP,15.726321221358651
0939000235,OFFICE BUILDING W/RETAIL ON 1ST FLOOR,,1062722.625,99,28600,GOOD,MASONRY,43,115,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,STEAM WITHOUT BOILER,13.876344687244252
0939000240,Office Building,89,1968655.125,123,52298,AVERAGE,REINFORCED CONCRETE,28,97,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,HEAT PUMP,14.492861189918692
0939000260,DEXTER HORTON OFFICE BUILDING,89,18576900,144,388934,GOOD,REINFORCED CONCRETE,23,96,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,15,344,STEAM WITHOUT BOILER,16.737429431358567
0939000300,SEATTLE TRUST COURT (RETAIL COURT),55,2186018.5,262.3999939,38539,AVERAGE/GOOD,REINFORCED CONCRETE,33,40,Yes,WARMED AND COOLED AIR,1,RETAIL STORE (353),Rect or Slight Irreg,Yes,2,353,WARMED AND COOLED AIR,14.597592410628831
0939000310,Office Building,51,2067352.5,166.1999969,63990,EXCELLENT,STRUCTURAL STEEL,30,39,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,HEAT PUMP,14.541779361134282
0939000335,EXCHANGE BUILDING,98,10062436,89.30000305,384302,GOOD,REINFORCED CONCRETE,13,89,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,22,344,WARMED AND COOLED AIR,16.124319840440283
0939000485,OFFICE BUILDING,25,17074142,368.5,293803,GOOD,STRUCTURAL STEEL,18,20,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,13,344,WARMED AND COOLED AIR,16.653075713256705
0939000515,OFFICE BUILDING WITH RETAIL ON 1ST FLOOR,77,2178690.5,131.8000031,39960,AVERAGE,MASONRY,31,118,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,COMPLETE HVAC,14.594234566206516
0942000030,office building,95,18221224,108.8000031,635303,GOOD/EXCELLENT,STRUCTURAL STEEL,18,27,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,29,344,COMPLETE HVAC,16.718097626463944
0942000120,HOTEL SEATTLE,98,2147968.25,93.40000153,36240,LOW COST,REINFORCED CONCRETE,28,92,Yes,STEAM WITHOUT BOILER,1,"HOTEL, LIMITED (332)",Rect or Slight Irreg,Yes,11,332,STEAM WITHOUT BOILER,14.580032953309843
0942000140,OFC BLDG,95,9641043,142.8000031,186768,AVERAGE,REINFORCED CONCRETE,23,46,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,14,344,WARMED AND COOLED AIR,16.081539855754816
0942000145,HOTEL MONACO,30,16016644,228.1999969,153163,GOOD/EXCELLENT,REINFORCED CONCRETE,18,49,Yes,WARMED AND COOLED AIR,1,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,11,841,WARMED AND COOLED AIR,16.589138989518958
0942000165,W SEATTLE HOTEL,36,26941110,199,333176,GOOD/EXCELLENT,REINFORCED CONCRETE,8,20,Yes,COMPLETE HVAC,1,"HOTEL, FULL SERVICE (841)",Very Irreg,Yes,25,841,COMPLETE HVAC,17.10916393077029
0942000350,YMCA (BUILDING #2),,9956396,157.3999939,103911,AVERAGE/GOOD,REINFORCED CONCRETE,29,88,Yes,HOT WATER,1,"HOTEL, LIMITED (332)",Long Rect or Irreg,Yes,6,332,HOT WATER,16.11372571668866
0942000460,DOVER APTS,99,1606981.25,64.69999695,41452,AVERAGE,MASONRY,34,111,Yes,HOT WATER,1,APARTMENT (300),Long Rect or Irreg,Yes,5,300,HOT WATER,14.289867976947786
0942000550,OFFICE BLDG,91,8921778,123.5,201480,AVERAGE,REINFORCED CONCRETE,23,111,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,8,344,STEAM WITHOUT BOILER,16.004005812047396
0942000555,Pacific Apts,57,3300549.25,129.1000061,45320,AVERAGE,REINFORCED CONCRETE,21,102,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,3,300,HOT WATER,15.009599451981149
0942000590,OFFICE BLDG,95,8493420,117.1999969,227556,AVERAGE,STRUCTURAL STEEL,28,48,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,22,344,WARMED AND COOLED AIR,15.954802304029698
0942000610,DOUBLETREE ARCTIC HOTEL,39,10154608,225.5,104352,GOOD,REINFORCED CONCRETE,23,102,Yes,COMPLETE HVAC,1,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,10,841,COMPLETE HVAC,16.133438150577508
0942000750,Office Bldg.,,21169502,187.5,310490,GOOD,STRUCTURAL STEEL,17,17,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,14,344,COMPLETE HVAC,16.868072118979846
0942001105,Administration & Public Services,98,13843866,119.0999985,372242,GOOD,STRUCTURAL STEEL,11,12,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,13,344,COMPLETE HVAC,16.443352804407084
0942001120,WORK RELEASE FACILITY,94,3321603,155.3000031,35820,AVERAGE,MASONRY,53,109,Yes,HOT WATER,1,GROUP CARE HOME (424),Approx Square,Yes,6,424,HOT WATER,15.015958055692435
0942001155,Office Bldg.,91,13631141,144.8000031,413264,GOOD,STRUCTURAL STEEL,9,9,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Very Irreg,Yes,17,344,COMPLETE HVAC,16.42786751256815
0945000680,CATE APTS-31 UNITS,,1249939.25,108.9000015,42984,AVERAGE/GOOD,WOOD FRAME,7,15,Yes,ELECTRIC,1,APARTMENT (300),Long Rect or Irreg,Yes,4,300,ELECTRIC,14.038605508097465
0952002500,SCHOOL,76,3987215.5,93.09999847,33462,AVERAGE,MASONRY,43,96,,HOT WATER,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,2,365,HOT WATER,15.198603675567467
0952002655,SCHOOL,98,2096835.5,64.40000153,49744,AVERAGE,MASONRY,43,53,,HOT WATER,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,3,365,HOT WATER,14.555939861408868
0952005960,CHURCH,60,1411305.5,76.30000305,37816,AVERAGE,WOOD FRAME,11,95,,COMPLETE HVAC,1,CHURCH (309),Rect or Slight Irreg,Yes,2,309,COMPLETE HVAC,14.160025720510639
0952006290,RETAIL/OFFICE/RESTAURANT,,1354000.625,185.6999969,23315,AVERAGE,MASONRY,43,92,,HOT WATER,1,RETAIL STORE (353),Rect or Slight Irreg,No,2,353,HOT WATER,14.118574194049524
0952006350,2 RESTAURANTS/2 GYMS,,4265815,299.2999878,20700,LOW/AVERAGE,MASONRY,48,88,,HOT WATER,1,RETAIL STORE (353),Rect or Slight Irreg,No,2,353,HOT WATER,15.266143810922133
0952006465,ALASKA HOUSE,81,3093583,115.3000031,82876,AVERAGE,MASONRY,22,39,Yes,FORCED AIR UNIT,1,APARTMENT (300),Very Irreg,Yes,9,300,FORCED AIR UNIT,14.944840524044196
0952007370,GROCERY STORE,100,1906384.875,232.3999939,25762,AVERAGE/GOOD,MASONRY,23,72,Yes,COMPLETE HVAC,1,SUPERMARKET (446),Rect or Slight Irreg,No,2,446,COMPLETE HVAC,14.460719270933266
0952007715,Apartment,99,5149928.5,71.90000153,213016,GOOD,WOOD FRAME,6,8,Yes,ELECTRIC,1,APARTMENT (300),Very Irreg,Yes,7,300,ELECTRIC,15.454493389048396
0952008120,BARI APTS,39,908203.625,99.19999695,23983,AVERAGE,WOOD FRAME,30,58,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,No,2,352,ELECTRIC WALL,13.719223889049605
0952008240,FAIRWAY APARTMENTS,80,614044.6875,74.5,29351,AVERAGE,WOOD FRAME,28,55,No,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,No,4,300,ELECTRIC WALL,13.3278229854255
0955000005,ADELPHI APTS,86,1118772.75,62.09999847,25475,AVERAGE,MASONRY,43,98,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER,13.927742883559976
0955000480,ELIZABETH JAMES HOUSE,66,1234573.875,101.4000015,40779,AVERAGE,WOOD FRAME,26,50,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,No,3,352,ELECTRIC WALL,14.02623642801822
0976000335,The Parker - formerly Marion Robbins,69,1093724.375,111.5,38328,AVERAGE,WOOD FRAME,28,53,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL,13.90509928780808
1005000168,Mixed-Use Apt-Comml,77,10614234,61.09999847,387971,AVERAGE/GOOD,WOOD FRAME,6,8,Yes,ELECTRIC,1,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,7,459,ELECTRIC,16.177706488480833
1025049006,CHURCH,37,1933811.625,58,70292,AVERAGE,MASONRY,10,10,,PACKAGE UNIT,1,CHURCH (309),Rect or Slight Irreg,No,2,309,PACKAGE UNIT,14.475003548493502
