SiteEnergyUse,SourceEUI,PropertyGFATotal,BuildinQuality,ConstructioClass,EffYear,YearBuilt,Elevators,HeatinSystem,NumbeOBuildingAggregated,PredominanUse,Shape,Sprinklers,NumberofFloors,PredominantUseCode,HeatinSystemCode
14913424,235.1000061,287471,GOOD,REINFORCED CONCRETE,13,16,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,COMPLETE HVAC
8233527.5,89.59999847,328947,AVERAGE/GOOD,WOOD FRAME,8,20,Yes,ELECTRIC,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,ELECTRIC
3603765.25,85.5,160141,GOOD,WOOD FRAME,8,18,Yes,ELECTRIC WALL,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,6,459,ELECTRIC WALL
743748.5,104.3000031,22400,AVERAGE,MASONRY,31,95,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
3742915,167.3999939,70200,GOOD,STRUCTURAL STEEL,18,39,Yes,HOT WATER,1,APARTMENT (300),Long Rect or Irreg,Yes,13,300,HOT WATER
890977.8125,84.40000153,21840,AVERAGE,MASONRY,27,89,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,6,300,HOT WATER
2204161.25,112.5999985,33880,AVERAGE/GOOD,REINFORCED CONCRETE,22,93,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,No,3,352,HOT WATER
5887101.5,108.6999969,201839,AVERAGE/GOOD,REINFORCED CONCRETE,4,4,Yes,HEAT PUMP,1,APARTMENT (300),Very Irreg,Yes,13,300,HEAT PUMP
17431872,93.09999847,393841,GOOD/EXCELLENT,REINFORCED CONCRETE,18,69,Yes,HOT WATER,2,APARTMENT (300),Very Irreg,Yes,18,300,HOT WATER
5357833,112.4000015,192630,AVERAGE,REINFORCED CONCRETE,23,71,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,COMPLETE HVAC
4456714.5,199.6999969,68410,AVERAGE,WOOD FRAME,15,40,Yes,ELECTRIC WALL,1,"HOTEL, LIMITED (332)",Rect or Slight Irreg,Yes,5,332,ELECTRIC WALL
17750994,185.6000061,378002,AVERAGE/GOOD,STRUCTURAL STEEL,18,35,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,15,344,HEAT PUMP
1067153.75,97.40000153,23752,AVERAGE,MASONRY,33,53,,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,No,1,344,HEAT PUMP
29949248,506.1000061,253103,AVERAGE/GOOD,STRUCTURAL STEEL,23,34,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,8,344,COMPLETE HVAC
1494727,98.30000305,34080,AVERAGE,REINFORCED CONCRETE,16,16,Yes,COMPLETE HVAC,1,GROUP CARE HOME (424),Rect or Slight Irreg,Yes,8,424,COMPLETE HVAC
6779173,68.09999847,160645,AVERAGE/GOOD,MASONRY,53,69,,HOT WATER,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,2,365,HOT WATER
14293972,518.7999878,60880,AVERAGE,MASONRY,28,62,,HEAT PUMP,1,SUPERMARKET (446),Rect or Slight Irreg,Yes,1,446,HEAT PUMP
1332591.5,118.8000031,56473,AVERAGE/GOOD,WOOD FRAME,7,16,Yes,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,4,352,ELECTRIC
1484853.75,68.69999695,51490,AVERAGE,MASONRY,21,50,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,No,8,300,ELECTRIC WALL
878927.8125,88.09999847,31317,AVERAGE,WOOD FRAME,26,52,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
1145535.75,50.20000076,45991,GOOD,MASONRY,33,90,,FORCED AIR UNIT,1,CHURCH (309),Rect or Slight Irreg,No,2,309,FORCED AIR UNIT
806615,77.69999695,32612,AVERAGE,WOOD FRAME,30,60,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
2363161,126.9000015,58485,AVERAGE,WOOD FRAME,23,47,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
2818073,96.59999847,147443,AVERAGE,WOOD FRAME,12,19,,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,3,352,ELECTRIC
567280.625,82.69999695,21528,LOW/AVERAGE,WOOD FRAME,34,58,No,FORCED AIR UNIT,1,APARTMENT (300),Very Irreg,No,4,300,FORCED AIR UNIT
5453438.5,149.1000061,93803,GOOD/EXCELLENT,REINFORCED CONCRETE,18,62,,WARMED AND COOLED AIR,1,RETAIL STORE (353),Long Rect or Irreg,,2,353,WARMED AND COOLED AIR
2534873.5,304.2999878,26157,AVERAGE,WOOD FRAME,30,59,No,ELECTRIC WALL,2,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
1169394.875,125.4000015,25735,AVERAGE,MASONRY,22,22,,HEAT PUMP,1,DISCOUNT STORE (319),Rect or Slight Irreg,Yes,1,319,HEAT PUMP
1675510.875,88.09999847,57856,AVERAGE,WOOD FRAME,20,34,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
2933288.75,143.1999969,50176,AVERAGE,MASONRY,20,118,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,STEAM WITHOUT BOILER
13723820,180.8999939,163984,AVERAGE,STRUCTURAL STEEL,23,114,Yes,WARMED AND COOLED AIR,1,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,15,841,WARMED AND COOLED AIR
2050861.125,110.5999985,23338,AVERAGE,MASONRY,20,107,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,HOT WATER
999856,58.40000153,39594,AVERAGE,MASONRY,28,118,Yes,FORCED AIR UNIT,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,6,459,FORCED AIR UNIT
4573777,182.6999969,63712,AVERAGE,MASONRY,43,108,Yes,STEAM,1,APARTMENT (300),Rect or Slight Irreg,Yes,6,300,STEAM
511797.4063,65.59999847,20028,AVERAGE,MASONRY,50,89,,STEAM WITHOUT BOILER,1,MIXED USE OFFICE (840),Rect or Slight Irreg,No,2,840,STEAM WITHOUT BOILER
3245772,146.8000031,65535,AVERAGE,MASONRY,24,112,Yes,ELECTRIC,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,10,459,ELECTRIC
552007.5,51.20000076,23622,AVERAGE,MASONRY,31,118,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,7,344,STEAM WITHOUT BOILER
3903259.75,141.6000061,89550,GOOD,MASONRY,29,118,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,7,344,STEAM WITHOUT BOILER
883197.6875,117.6999969,23563,AVERAGE,MASONRY,42,116,,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,STEAM WITHOUT BOILER
4178233.5,145.3999939,89355,AVERAGE/GOOD,MASONRY,31,118,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,WARMED AND COOLED AIR
6758565.5,185.8999939,116640,GOOD,REINFORCED CONCRETE,28,107,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,17,344,HEAT PUMP
1062722.625,99,28600,GOOD,MASONRY,43,115,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,STEAM WITHOUT BOILER
1968655.125,123,52298,AVERAGE,REINFORCED CONCRETE,28,97,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,HEAT PUMP
18576900,144,388934,GOOD,REINFORCED CONCRETE,23,96,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,15,344,STEAM WITHOUT BOILER
2186018.5,262.3999939,38539,AVERAGE/GOOD,REINFORCED CONCRETE,33,40,Yes,WARMED AND COOLED AIR,1,RETAIL STORE (353),Rect or Slight Irreg,Yes,2,353,WARMED AND COOLED AIR
2067352.5,166.1999969,63990,EXCELLENT,STRUCTURAL STEEL,30,39,Yes,HEAT PUMP,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,344,HEAT PUMP
10062436,89.30000305,384302,GOOD,REINFORCED CONCRETE,13,89,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,22,344,WARMED AND COOLED AIR
17074142,368.5,293803,GOOD,STRUCTURAL STEEL,18,20,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,13,344,WARMED AND COOLED AIR
2178690.5,131.8000031,39960,AVERAGE,MASONRY,31,118,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,COMPLETE HVAC
18221224,108.8000031,635303,GOOD/EXCELLENT,STRUCTURAL STEEL,18,27,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,29,344,COMPLETE HVAC
2147968.25,93.40000153,36240,LOW COST,REINFORCED CONCRETE,28,92,Yes,STEAM WITHOUT BOILER,1,"HOTEL, LIMITED (332)",Rect or Slight Irreg,Yes,11,332,STEAM WITHOUT BOILER
9641043,142.8000031,186768,AVERAGE,REINFORCED CONCRETE,23,46,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,14,344,WARMED AND COOLED AIR
16016644,228.1999969,153163,GOOD/EXCELLENT,REINFORCED CONCRETE,18,49,Yes,WARMED AND COOLED AIR,1,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,11,841,WARMED AND COOLED AIR
26941110,199,333176,GOOD/EXCELLENT,REINFORCED CONCRETE,8,20,Yes,COMPLETE HVAC,1,"HOTEL, FULL SERVICE (841)",Very Irreg,Yes,25,841,COMPLETE HVAC
9956396,157.3999939,103911,AVERAGE/GOOD,REINFORCED CONCRETE,29,88,Yes,HOT WATER,1,"HOTEL, LIMITED (332)",Long Rect or Irreg,Yes,6,332,HOT WATER
1606981.25,64.69999695,41452,AVERAGE,MASONRY,34,111,Yes,HOT WATER,1,APARTMENT (300),Long Rect or Irreg,Yes,5,300,HOT WATER
8921778,123.5,201480,AVERAGE,REINFORCED CONCRETE,23,111,Yes,STEAM WITHOUT BOILER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,8,344,STEAM WITHOUT BOILER
3300549.25,129.1000061,45320,AVERAGE,REINFORCED CONCRETE,21,102,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,Yes,3,300,HOT WATER
8493420,117.1999969,227556,AVERAGE,STRUCTURAL STEEL,28,48,Yes,WARMED AND COOLED AIR,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,22,344,WARMED AND COOLED AIR
10154608,225.5,104352,GOOD,REINFORCED CONCRETE,23,102,Yes,COMPLETE HVAC,1,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,10,841,COMPLETE HVAC
21169502,187.5,310490,GOOD,STRUCTURAL STEEL,17,17,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,14,344,COMPLETE HVAC
13843866,119.0999985,372242,GOOD,STRUCTURAL STEEL,11,12,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Long Rect or Irreg,Yes,13,344,COMPLETE HVAC
3321603,155.3000031,35820,AVERAGE,MASONRY,53,109,Yes,HOT WATER,1,GROUP CARE HOME (424),Approx Square,Yes,6,424,HOT WATER
13631141,144.8000031,413264,GOOD,STRUCTURAL STEEL,9,9,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Very Irreg,Yes,17,344,COMPLETE HVAC
1249939.25,108.9000015,42984,AVERAGE/GOOD,WOOD FRAME,7,15,Yes,ELECTRIC,1,APARTMENT (300),Long Rect or Irreg,Yes,4,300,ELECTRIC
3987215.5,93.09999847,33462,AVERAGE,MASONRY,43,96,,HOT WATER,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,2,365,HOT WATER
2096835.5,64.40000153,49744,AVERAGE,MASONRY,43,53,,HOT WATER,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,3,365,HOT WATER
1411305.5,76.30000305,37816,AVERAGE,WOOD FRAME,11,95,,COMPLETE HVAC,1,CHURCH (309),Rect or Slight Irreg,Yes,2,309,COMPLETE HVAC
1354000.625,185.6999969,23315,AVERAGE,MASONRY,43,92,,HOT WATER,1,RETAIL STORE (353),Rect or Slight Irreg,No,2,353,HOT WATER
4265815,299.2999878,20700,LOW/AVERAGE,MASONRY,48,88,,HOT WATER,1,RETAIL STORE (353),Rect or Slight Irreg,No,2,353,HOT WATER
3093583,115.3000031,82876,AVERAGE,MASONRY,22,39,Yes,FORCED AIR UNIT,1,APARTMENT (300),Very Irreg,Yes,9,300,FORCED AIR UNIT
1906384.875,232.3999939,25762,AVERAGE/GOOD,MASONRY,23,72,Yes,COMPLETE HVAC,1,SUPERMARKET (446),Rect or Slight Irreg,No,2,446,COMPLETE HVAC
5149928.5,71.90000153,213016,GOOD,WOOD FRAME,6,8,Yes,ELECTRIC,1,APARTMENT (300),Very Irreg,Yes,7,300,ELECTRIC
908203.625,99.19999695,23983,AVERAGE,WOOD FRAME,30,58,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,No,2,352,ELECTRIC WALL
614044.6875,74.5,29351,AVERAGE,WOOD FRAME,28,55,No,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,No,4,300,ELECTRIC WALL
1118772.75,62.09999847,25475,AVERAGE,MASONRY,43,98,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER
1234573.875,101.4000015,40779,AVERAGE,WOOD FRAME,26,50,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,No,3,352,ELECTRIC WALL
1093724.375,111.5,38328,AVERAGE,WOOD FRAME,28,53,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL
10614234,61.09999847,387971,AVERAGE/GOOD,WOOD FRAME,6,8,Yes,ELECTRIC,1,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,7,459,ELECTRIC
1933811.625,58,70292,AVERAGE,MASONRY,10,10,,PACKAGE UNIT,1,CHURCH (309),Rect or Slight Irreg,No,2,309,PACKAGE UNIT
888031.875,61,26366,AVERAGE/GOOD,MASONRY,33,46,,FORCED AIR UNIT,1,CHURCH WITH SUNDAY SCHOOL (308),Rect or Slight Irreg,No,1,308,FORCED AIR UNIT
1539478.5,60.70000076,56228,AVERAGE,MASONRY,23,57,,HEAT PUMP,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,2,365,HEAT PUMP
860364.1875,87.69999695,21732,AVERAGE/GOOD,MASONRY,33,53,,HOT WATER,1,CHURCH (309),Rect or Slight Irreg,No,2,309,HOT WATER
1359764.875,78.80000305,60270,AVERAGE,WOOD FRAME,26,50,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
5885427.5,65.09999847,160561,AVERAGE/GOOD,MASONRY,22,50,Yes,FORCED AIR UNIT,1,APARTMENT (300),Long Rect or Irreg,No,4,300,FORCED AIR UNIT
1128208.125,102.1999969,34678,AVERAGE,WOOD FRAME,26,49,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
350264.5938,37.09999847,21060,AVERAGE,MASONRY,33,73,,ELECTRIC,1,RETAIL STORE (353),Rect or Slight Irreg,No,1,353,ELECTRIC
1678458.75,198.3999939,20539,AVERAGE,MASONRY,38,58,Yes,HOT WATER,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,4,344,HOT WATER
1424157.25,76.40000153,38624,AVERAGE,MASONRY,60,60,,FORCED AIR UNIT,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,1,365,FORCED AIR UNIT
510528.5,74.69999695,21469,AVERAGE/GOOD,WOOD FRAME,24,53,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
1928562,120.5,50252,AVERAGE,WOOD FRAME,15,34,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL
593953.375,91.09999847,22824,GOOD,WOOD FRAME,18,40,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
3185005.75,75.40000153,93502,AVERAGE/GOOD,MASONRY,19,90,Yes,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,8,300,HOT WATER
6461937,204.8999939,89200,GOOD,MASONRY,33,40,,FORCED AIR UNIT,1,RETAIL STORE (353),Rect or Slight Irreg,No,2,353,FORCED AIR UNIT
630214.3125,97.69999695,20260,AVERAGE,MASONRY,43,109,No,HOT WATER,2,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,HOT WATER
813641,77.5,32960,AVERAGE,MASONRY,18,118,,HOT WATER,1,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,3,341,HOT WATER
688641.8125,73,29636,AVERAGE,MASONRY,69,97,,HOT WATER,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,3,459,HOT WATER
620154.375,82,23742,AVERAGE,MASONRY,25,62,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
4426136,144.8999939,135051,GOOD,REINFORCED CONCRETE,16,16,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,344,COMPLETE HVAC
7046345.5,151.8000031,220649,AVERAGE/GOOD,REINFORCED CONCRETE,16,16,Yes,COMPLETE HVAC,1,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,344,COMPLETE HVAC
585736.625,86.90000153,24492,AVERAGE,WOOD FRAME,20,37,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
682088.875,68.90000153,31075,AVERAGE,WOOD FRAME,23,56,No,FORCED AIR UNIT,1,APARTMENT (300),Rect or Slight Irreg,No,5,300,FORCED AIR UNIT
887017.125,97,28700,AVERAGE/GOOD,MASONRY,27,93,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER
659368.625,69,22542,AVERAGE/GOOD,MASONRY,22,94,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
803533.3125,72.19999695,24680,AVERAGE/GOOD,MASONRY,27,95,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,HOT WATER
2568377.75,95,63837,AVERAGE/GOOD,MASONRY,24,90,No,HOT WATER,1,APARTMENT (300),Rect or Slight Irreg,No,8,300,HOT WATER
3040195.5,107.1999969,47992,AVERAGE,MASONRY,38,92,,FORCED AIR UNIT,1,CHURCH (309),Rect or Slight Irreg,No,2,309,FORCED AIR UNIT
4865551.5,185.6000061,122400,EXCELLENT,REINFORCED CONCRETE,3,9,,COMPLETE HVAC,1,MIXED USE OFFICE (840),Rect or Slight Irreg,,6,840,COMPLETE HVAC
1646088.5,140.8999939,22320,AVERAGE/GOOD,MASONRY,29,102,,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER
2717863.25,242.5,28572,AVERAGE,WOOD FRAME,14,25,No,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,352,ELECTRIC WALL
711594,83.90000153,26639,AVERAGE,WOOD FRAME,23,54,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
783355.125,88.90000153,34735,AVERAGE,WOOD FRAME,23,55,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL
705948.3125,110,25568,AVERAGE,WOOD FRAME,28,55,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
945745.6875,80.30000305,25904,AVERAGE/GOOD,MASONRY,28,91,No,HOT WATER,1,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,HOT WATER
1649327.625,131.5,42905,AVERAGE/GOOD,REINFORCED CONCRETE,4,4,Yes,WALL FURNACE,1,APARTMENT (300),Rect or Slight Irreg,Yes,7,300,WALL FURNACE
1625695.75,132.1000061,42393,AVERAGE,REINFORCED CONCRETE,4,4,Yes,WALL FURNACE,1,APARTMENT (300),Rect or Slight Irreg,Yes,7,300,WALL FURNACE
811907.625,103.9000015,24548,AVERAGE,WOOD FRAME,29,77,No,ELECTRIC WALL,2,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
1884194.625,110.5999985,71827,AVERAGE,REINFORCED CONCRETE,26,48,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,9,300,ELECTRIC WALL
5448975,203.3000031,50017,AVERAGE,MASONRY,18,56,Yes,ELECTRIC WALL,1,"HOTEL, LIMITED (332)",Rect or Slight Irreg,Yes,4,332,ELECTRIC WALL
3091348.25,84.80000305,169931,AVERAGE,REINFORCED CONCRETE,11,14,Yes,FORCED AIR UNIT,1,MIXED USE RETAIL (830),Rect or Slight Irreg,Yes,7,830,FORCED AIR UNIT
8422861,266.3999939,191276,GOOD,REINFORCED CONCRETE,24,24,Yes,COMPLETE HVAC,1,MEDICAL OFFICE (341),Long Rect or Irreg,Yes,4,341,COMPLETE HVAC
957419.6875,98.30000305,29683,AVERAGE,WOOD FRAME,26,49,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
2681050.5,122.5999985,56319,GOOD,REINFORCED CONCRETE,14,47,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,5,300,ELECTRIC WALL
623322.3125,63.20000076,30948,AVERAGE,WOOD FRAME,23,43,Yes,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,4,300,ELECTRIC WALL
948224.625,96.69999695,39319,AVERAGE/GOOD,WOOD FRAME,8,30,Yes,ELECTRIC WALL,2,APARTMENT (300),Long Rect or Irreg,Yes,4,300,ELECTRIC WALL
4691945.5,67.5,159820,AVERAGE,WOOD FRAME,30,69,Yes,ELECTRIC WALL,5,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,352,ELECTRIC WALL
883109.875,68.09999847,28033,AVERAGE,WOOD FRAME,17,28,Yes,ELECTRIC,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,3,352,ELECTRIC
1372574.75,108.1999969,39816,AVERAGE,WOOD FRAME,17,32,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,Yes,3,352,ELECTRIC WALL
496477.3125,36.40000153,23931,AVERAGE/GOOD,MASONRY,36,108,,HOT WATER,1,CHURCH (309),Rect or Slight Irreg,No,2,309,HOT WATER
845961.375,67.5,21393,GOOD,WOOD FRAME,38,70,,FORCED AIR UNIT,1,CHURCH (309),Rect or Slight Irreg,No,2,309,FORCED AIR UNIT
991513.875,152.3000031,20400,AVERAGE,WOOD FRAME,25,62,No,ELECTRIC WALL,4,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,No,2,352,ELECTRIC WALL
1132489.625,51.09999847,47560,LOW COST,MASONRY,28,28,,SPACE HEATERS,1,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,2,406,SPACE HEATERS
1076733.25,41.59999847,62334,AVERAGE,REINFORCED CONCRETE,10,12,,ELECTRIC WALL,1,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,,6,459,ELECTRIC WALL
1090496.625,27.89999962,98475,AVERAGE,MASONRY,21,21,,SPACE HEATERS,1,"MINI WAREHOUSE, HI-RISE (525)",Rect or Slight Irreg,Yes,4,525,SPACE HEATERS
2391566.25,91.90000153,121037,AVERAGE,WOOD FRAME,14,26,Yes,ELECTRIC WALL,1,APARTMENT (300),Very Irreg,Yes,4,300,ELECTRIC WALL
557863.6875,87.59999847,20000,AVERAGE,WOOD FRAME,9,104,,FORCED AIR UNIT,1,MIXED USE RETAIL (830),Rect or Slight Irreg,No,1,830,FORCED AIR UNIT
1423929.125,99.59999847,66885,GOOD,WOOD FRAME,16,34,Yes,ELECTRIC WALL,1,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,No,3,352,ELECTRIC WALL
757167.3125,68.09999847,34924,AVERAGE,WOOD FRAME,10,31,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,ELECTRIC WALL
42709624,467.6000061,351530,GOOD/EXCELLENT,STRUCTURAL STEEL,13,18,Yes,ELECTRIC,1,MEDICAL OFFICE (341),Very Irreg,Yes,7,341,ELECTRIC
731321.8125,48.5,22612,GOOD,WOOD FRAME,32,71,,HOT WATER,1,CHURCH WITH SUNDAY SCHOOL (308),Rect or Slight Irreg,No,2,308,HOT WATER
267135.0938,20.39999962,39350,AVERAGE,MASONRY,34,39,,WARMED AND COOLED AIR,1,RETAIL STORE (353),Rect or Slight Irreg,No,1,353,WARMED AND COOLED AIR
6649938,97,193691,AVERAGE/GOOD,WOOD FRAME,6,10,Yes,ELECTRIC,1,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,6,459,ELECTRIC
3739029.75,113.5,86283,AVERAGE/GOOD,MASONRY,14,47,No,ELECTRIC WALL,1,APARTMENT (300),Rect or Slight Irreg,No,7,300,ELECTRIC WALL
2536760.75,90.40000153,57775,AVERAGE/GOOD,WOOD FRAME,7,17,Yes,ELECTRIC,1,APARTMENT (300),Very Irreg,Yes,6,300,ELECTRIC
1811506.375,92.19999695,37500,AVERAGE,MASONRY,33,33,,HEAT PUMP,1,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,1,494,HEAT PUMP
5089083,492.7000122,22180,LOW/AVERAGE,MASONRY,43,94,,HOT WATER,1,RETAIL STORE (353),Rect or Slight Irreg,No,1,353,HOT WATER
738592,78.09999847,28560,AVERAGE,WOOD FRAME,10,11,Yes,FORCED AIR UNIT,1,APARTMENT (300),Rect or Slight Irreg,Yes,4,300,FORCED AIR UNIT
1799402.75,83.69999695,51704,AVERAGE,WOOD FRAME,23,47,,FORCED AIR UNIT,1,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,1,365,FORCED AIR UNIT
