parcelId,Building Description,Building Gross Sq Ft,Building Net Sq Ft,Building Number,Building Quality,Construction Class,Eff. Year,Elevators,Heating System,Number Of Buildings Aggregated,Percentage Complete,Predominant Use,Shape,Sprinklers,Stories,Year Built
0659000030,MAYFLOWER PARK HOTEL,"88,434","80,538",1,AVERAGE,REINFORCED CONCRETE,1995,Yes,STEAM WITHOUT BOILER,1,100,"HOTEL, FULL SERVICE (841)",Approx Square,Yes,12,1927
0659000070,DEPARTMENT STORE,"693,450","648,365",1,GOOD,REINFORCED CONCRETE,1985,Yes,WARMED AND COOLED AIR,1,100,DEPARTMENT STORE (318),Rect or Slight Irreg,Yes,10,1925
0659000085,MEDICAL OFFICE BUILDING,"363,934","292,038",1,AVERAGE,REINFORCED CONCRETE,1995,Yes,STEAM WITHOUT BOILER,1,100,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,18,1925
0659000165,OFFICE BLDG,"803,041","609,645",1,AVERAGE/GOOD,REINFORCED CONCRETE,1995,Yes,HOT & CHILLED WATER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,33,1976
0659000220,PARAMOUNT HOTEL,"103,566","88,502",1,GOOD,REINFORCED CONCRETE,2000,Yes,HEAT PUMP,1,100,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,11,1996
0659000235,Office Tower,"747,747","497,489",1,EXCELLENT,STRUCTURAL STEEL,2000,Yes,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Long Rect or Irreg,Yes,23,2000
0659000265,Mixed Use,"98,222","45,713",1,AVERAGE,WOOD FRAME,2007,Yes,ELECTRIC,1,100,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,6,2002
0659000305,Class A multi-tenant office bldg,"390,488","300,710",1,GOOD,STRUCTURAL STEEL,2010,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,20,1981
0659000350,LLOYD OFFICE BUILDING,"63,409","47,017",1,AVERAGE,REINFORCED CONCRETE,1975,,STEAM WITHOUT BOILER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,10,1926
0659000365,TOWER OFFICE BLDG,"204,790","134,175",1,AVERAGE,REINFORCED CONCRETE,1990,,STEAM WITHOUT BOILER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,17,1930
0659000380,BANK AND OFFICE BUILDING,"31,890","31,890",1,AVERAGE,REINFORCED CONCRETE,1975,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,2,1955
0659000385,TIMES SQUARE OFFICE BUILDING,"73,399","59,615",1,AVERAGE,REINFORCED CONCRETE,1982,Yes,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,1916
0659000400,MIXED USE RETAIL/OFFICE BUILDING,"44,098","27,555",1,AVERAGE,REINFORCED CONCRETE,1986,Yes,COMPLETE HVAC,1,100,MIXED USE RETAIL (830),Rect or Slight Irreg,Yes,2,1925
0659000430,MIXED USE OFFICE/RETAIL BUILDING,"22,381","22,381",1,AVERAGE,MASONRY,1980,Yes,COMPLETE HVAC,1,100,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,3,1923
0659000475,WESTIN HOTEL,"377,813","315,188",1,GOOD/EXCELLENT,STRUCTURAL STEEL,2000,Yes,REFRIGERATED COOLING,1,100,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,41,1969
0659000555,OFFICE BLDG,"265,851","215,183",1,AVERAGE,STRUCTURAL STEEL,1996,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,20,1969
0659000610,MetropolitanTower Apt/Retail,"538,339","336,321",1,GOOD/EXCELLENT,REINFORCED CONCRETE,2011,Yes,HEAT PUMP,1,100,APARTMENT (300),Long Rect or Irreg,Yes,31,2001
0659000640,HOTEL MAX,"61,320","56,836",1,AVERAGE/GOOD,STRUCTURAL STEEL,1995,Yes,WARMED AND COOLED AIR,1,100,"HOTEL, FULL SERVICE (841)",Approx Square,Yes,10,1926
0659000710,Fare Start Restaurant and Adult Ed.,"33,600","31,855",1,AVERAGE,REINFORCED CONCRETE,2005,Yes,HEAT PUMP,1,100,MIXED USE RETAIL (830),Rect or Slight Irreg,No,3,1923
0659000715,LOW INC HOUSING/RETAIL,"39,201","23,850",1,AVERAGE,MASONRY,1969,,FORCED AIR UNIT,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,3,1907
0659000740,LARNED APTS,"23,568","18,854",1,AVERAGE,MASONRY,1994,Yes,FORCED AIR UNIT,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,3,1909
0659000750,Office Bldg w/1st floor Retail,"754,005","498,891",1,GOOD,STRUCTURAL STEEL,2010,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Very Irreg,Yes,28,2009
0659000905,PARKING GARAGE / DATA CENTER,"72,000","72,000",1,AVERAGE/GOOD,REINFORCED CONCRETE,2005,Yes,COMPLETE HVAC,1,100,PARKING STRUCTURE (345),Rect or Slight Irreg,Yes,7,1975
0659000930,OFFICE BLDG,"169,020","154,754",1,AVERAGE,STRUCTURAL STEEL,1990,Yes,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,11,1963
0659000950,OFFICE BLDG,"429,405","386,103",1,GOOD,STRUCTURAL STEEL,1995,Yes,HOT & CHILLED WATER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,33,1981
0659000965,THE VIRGINIAN APTS,"21,130","14,940",1,AVERAGE,MASONRY,1985,No,HOT WATER-RADIANT,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,Yes,3,1917
0659000970,WARWICK HOTEL SEATTLE,"119,890","119,890",1,GOOD,REINFORCED CONCRETE,1990,Yes,HEAT PUMP,1,100,"HOTEL, FULL SERVICE (841)",Rect or Slight Irreg,Yes,18,1980
0659001015,SHERIDAN APTS,"36,880","23,920",1,AVERAGE/GOOD,REINFORCED CONCRETE,1994,Yes,HOT WATER-RADIANT,1,100,APARTMENT (300),Long Rect or Irreg,No,6,1914
0659001020,MIXED USE OFFICE BUILDING,"32,356","26,436",1,AVERAGE,MASONRY,1979,Yes,STEAM,1,100,MIXED USE OFFICE (840),Rect or Slight Irreg,Yes,4,1927
0660000040,Two towers with common area,"676,169","426,069",1,GOOD,REINFORCED CONCRETE,2013,Yes,COMPLETE HVAC,1,100,APARTMENT (300),Long Rect or Irreg,Yes,24,2012
0660000080,OFFICE BLDG,"206,000","169,385",1,AVERAGE,STRUCTURAL STEEL,1985,Yes,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,12,1968
0660000435,LA QUINTA INN & SUITES,"61,180","48,220",1,AVERAGE,REINFORCED CONCRETE,1990,Yes,FORCED AIR UNIT,1,100,"HOTEL, LIMITED (332)",Approx Square,Yes,7,1960
0660000560,POLICE PRECINCT STATION,"97,288","52,658",1,GOOD,MASONRY,1999,Yes,PACKAGE UNIT,1,100,JAIL - POLICE STATION (489),Long Rect or Irreg,Yes,2,1999
0660000575,APARTMENT,"492,461","286,732",1,GOOD,REINFORCED CONCRETE,2014,Yes,ELECTRIC,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,41,2014
0660000625,OFFICE BUILDING,"43,506","26,771",1,GOOD,REINFORCED CONCRETE,1990,Yes,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,1978
0660000650,Office Bldg,"876,139","668,342",1,GOOD/EXCELLENT,STRUCTURAL STEEL,2010,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,36,2009
0660000825,WORLDMARK BY WYNDHAM,"83,008","81,352",1,AVERAGE/GOOD,REINFORCED CONCRETE,1995,Yes,COMPLETE HVAC,1,100,"HOTEL, FULL SERVICE (841)",Approx Square,Yes,11,1926
0660000835,Mixed Use Apartment,"501,239","269,758",1,GOOD/EXCELLENT,REINFORCED CONCRETE,2012,Yes,COMPLETE HVAC,1,100,APARTMENT (300),Very Irreg,Yes,27,2008
0660000860,Mixed Use Apt,"74,509","57,291",1,AVERAGE/GOOD,WOOD FRAME,2014,Yes,WALL FURNACE,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,7,2014
0660000900,TOWER 801 APARTMENTS,"179,745","123,753",1,GOOD,REINFORCED CONCRETE,2001,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,Yes,23,1970
0660000915,Apartment,"499,477","280,750",1,GOOD,REINFORCED CONCRETE,2015,Yes,HEAT PUMP,1,100,APARTMENT (300),Long Rect or Irreg,Yes,41,2015
0660000955,Live THEATER/APT,"102,761","95,201",1,AVERAGE,MASONRY,1980,Yes,COMPLETE HVAC,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,8,1926
0660001135,OFFICE,"480,840","305,837",1,AVERAGE/GOOD,STRUCTURAL STEEL,2005,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,16,1990
0660001170,Apartment,"517,164","294,449",1,AVERAGE/GOOD,REINFORCED CONCRETE,2012,Yes,ELECTRIC,1,100,APARTMENT (300),Very Irreg,Yes,37,2008
0660001215,Office/Laboratory Bldg.,"299,070","219,788",1,EXCELLENT,STRUCTURAL STEEL,2005,Yes,COMPLETE HVAC,1,100,LABORATORIES (496),Rect or Slight Irreg,Yes,11,2004
0660001235,JULIE APARTMENTS,"30,180","24,242",1,AVERAGE,REINFORCED CONCRETE,1991,Yes,HOT WATER,1,100,APARTMENT (300),Long Rect or Irreg,No,5,1929
0660001255,Amazon - Kumo,"274,362","263,216",1,GOOD,REINFORCED CONCRETE,2005,Yes,HOT & CHILLED WATER,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,7,1953
0660001305,STORAGE BUILDING,"28,800","28,800",1,AVERAGE,REINFORCED CONCRETE,1960,Yes,HOT WATER,1,100,STORAGE WAREHOUSE (406),Rect or Slight Irreg,Yes,3,1910
0660001310,OFFICE BUILDING,"21,600","21,600",1,AVERAGE,REINFORCED CONCRETE,1977,,WARMED AND COOLED AIR,1,100,OPEN OFFICE (820),Rect or Slight Irreg,Yes,2,1957
0660001324,STUDENT HOUSING,"157,623","149,836",1,AVERAGE/GOOD,STRUCTURAL STEEL,2015,Yes,COMPLETE HVAC,1,100,DORMITORY (321),Approx Square,Yes,20,2014
0660001365,Private Elementary School,"22,860","22,860",1,GOOD,MASONRY,2000,Yes,COMPLETE HVAC,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,3,1995
0660001420,COLLEGE BUILDING,"126,593","126,593",1,AVERAGE,REINFORCED CONCRETE,1990,Yes,COMPLETE HVAC,1,100,COLLEGE (ENTIRE) (377),Rect or Slight Irreg,Yes,7,1928
0660001445,CLASSROOMS,"28,800","28,800",1,AVERAGE,MASONRY,1997,No,ELECTRIC WALL,1,100,VOCATIONAL SCHOOLS (487),Rect or Slight Irreg,No,2,1992
0660001460,TERRY AVENUE HOUSING,"65,210","40,078",1,AVERAGE,WOOD FRAME,2004,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,7,1992
0660001470,Film processing and production,"21,600","21,600",1,AVERAGE,REINFORCED CONCRETE,1974,,HOT WATER,1,100,INDUSTRIAL LIGHT MANUFACTURING (494),Rect or Slight Irreg,No,3,1928
0660001580,OFFICE BLDG,"93,660","76,860",1,LOW COST,REINFORCED CONCRETE,1964,,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,5,1964
0660001725,AUTOMOBILE DEALERSHIP,"67,224","67,224",1,AVERAGE,MASONRY,1975,,HOT WATER,1,100,"GARAGE, SERVICE REPAIR (528)",Rect or Slight Irreg,Yes,2,1930
0660001832,HOMEWOOD SUITES BY HILTON -  PIKE ST,"158,676","128,375",1,GOOD,REINFORCED CONCRETE,1995,Yes,HEAT PUMP,1,100,"HOTEL, SUITE (842)",Long Rect or Irreg,Yes,8,1991
0660001855,EMBASSY APARTMENTS,"21,712","17,884",1,AVERAGE,MASONRY,1987,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,3,1925
0660001875,Apartments & Commercial,"27,247","21,535",1,AVERAGE,MASONRY,1994,,FORCED AIR UNIT,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,No,4,1908
0660001905,PINE+MINOR MIXED-USE APARTMENTS,"88,976","69,222",1,AVERAGE/GOOD,WOOD FRAME,2014,Yes,ELECTRIC,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,7,2013
0660001970,OLIVE TOWER APTS,"50,141","34,725",1,AVERAGE,REINFORCED CONCRETE,1990,Yes,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,No,14,1928
0660002030,LABS/OFC BUILDING,"66,588","38,345",1,GOOD,REINFORCED CONCRETE,1990,Yes,HEAT PUMP,1,100,LABORATORIES (496),Rect or Slight Irreg,Yes,2,1946
0660002054,Metropolitan Park West,"413,715","336,041",1,GOOD,REINFORCED CONCRETE,2000,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,18,1980
0660002340,APT BLDG W/RETAIL,"140,049","97,080",1,AVERAGE,WOOD FRAME,2004,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,6,1993
0660002381,Metropolitan Park North,"380,312","184,691",1,GOOD,STRUCTURAL STEEL,2000,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,11,2000
0660002410,OFFICE BUILDING,"497,513","363,727",1,GOOD,STRUCTURAL STEEL,2000,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,20,1988
0660002545,EL CAPITAN APTS,"58,954","49,700",1,AVERAGE,MASONRY,1987,Yes,HOT WATER,1,100,APARTMENT (300),Long Rect or Irreg,Yes,5,1925
0660002565,SHERWOOD APTS,"37,992","32,550",1,AVERAGE,MASONRY,1985,Yes,HOT WATER,1,100,APARTMENT (300),Long Rect or Irreg,No,5,1916
0660002680,SPRINGHILL SUITES - SEATTLE,"171,866","96,001",1,AVERAGE/GOOD,REINFORCED CONCRETE,2005,Yes,COMPLETE HVAC,1,100,"HOTEL, FULL SERVICE (841)",Very Irreg,Yes,10,2001
0662400000,RETAIL & OFFICE CONDOS,"6,826","6,826",1,AVERAGE/GOOD,REINFORCED CONCRETE,2003,Yes,HEAT PUMP,1,100,RETAIL STORE (353),Rect or Slight Irreg,Yes,5,2003
0662430000,Commercial Condo Unit C-101,"1,096","1,096",1,GOOD,STRUCTURAL STEEL,2007,Yes,COMPLETE HVAC,1,100,"CONDO, RETAIL (846)",Approx Square,Yes,1,2006
0676000010,THE BEN LOMOND,"41,136","32,501",1,AVERAGE/GOOD,MASONRY,1988,No,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,No,5,1910
0676000070,THE ROUNDCLIFFE,"34,800","24,225",1,AVERAGE,MASONRY,1987,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1925
0676000100,SIR GALAHAD APT,"28,058","20,544",1,AVERAGE,WOOD FRAME,1990,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1928
0687800000,BELLORA CONDOMINIUM,"47,070","4,707",1,GOOD,REINFORCED CONCRETE,2003,Yes,COMPLETE HVAC,1,100,MIXED RETAIL W/RES. UNITS (459),Very Irreg,Yes,13,2003
0688000090,SCHOOL,"94,620","94,620",1,AVERAGE,MASONRY,1980,,WARMED AND COOLED AIR,1,100,JUNIOR HIGH SCHOOL (ENTIRE) (366),Rect or Slight Irreg,No,1,1902
0694000055,APARTMENT- 49 UNITS,"47,343","33,858",1,AVERAGE,WOOD FRAME,2014,Yes,ELECTRIC,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,8,2014
0694000080,CORNELIUS APTS,"86,592","62,380",1,AVERAGE,REINFORCED CONCRETE,1997,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,9,1925
0694000115,SECURITY HOUSE,"91,600","67,350",1,AVERAGE,REINFORCED CONCRETE,2001,No,WARMED AND COOLED AIR,1,100,APARTMENT (300),Long Rect or Irreg,Yes,13,1978
0694000130,Shelby Apts,"142,063","76,183",1,GOOD,WOOD FRAME,2011,Yes,ELECTRIC,1,100,APARTMENT (300),Very Irreg,Yes,6,2001
0694000205,OFFICE BLDG,"543,876","390,745",1,AVERAGE/GOOD,STRUCTURAL STEEL,1990,Yes,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,24,1979
0695000005,APARTMENTS,"188,717","93,798",1,AVERAGE,WOOD FRAME,2004,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,Yes,8,1992
0695000080,BREMER APARTMENTS,"33,400","29,825",1,AVERAGE,MASONRY,1987,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1924
0695000090,Labs,"15,712","15,712",1,AVERAGE,MASONRY,1990,,WARMED AND COOLED AIR,1,100,LABORATORIES (496),Rect or Slight Irreg,Yes,1,1926
0695000125,SCOOT ABOUT/ CROSS FIT BELLTOWN,"13,320","6,660",1,AVERAGE,MASONRY,1980,,FORCED AIR UNIT,1,100,RETAIL STORE (353),Rect or Slight Irreg,No,1,1925
0695000130,VERSAILLES APARTMENTS,"41,030","22,756",1,AVERAGE,WOOD FRAME,2004,Yes,ELECTRIC,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,6,1991
0695000135,OFFICE/LAB BLDG,"109,347","70,647",1,AVERAGE,REINFORCED CONCRETE,1990,Yes,COMPLETE HVAC,1,100,LABORATORIES (496),Rect or Slight Irreg,Yes,4,1980
0695000180,Mixed Use Apts,"41,359","30,615",1,AVERAGE,WOOD FRAME,2007,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,Yes,6,2002
0695000245,TWENTY NINE HUNDRED ON FIRST,"188,715","96,855",1,AVERAGE/GOOD,WOOD FRAME,2005,Yes,ELECTRIC WALL,5,100,APARTMENT (300),Very Irreg,Yes,5,1989
0695000285,WINDEMERE APARTMENTS,"23,989","16,470",1,AVERAGE/GOOD,MASONRY,1996,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1925
0695000335,OFFICE BLDG,"396,626","261,469",1,AVERAGE/GOOD,STRUCTURAL STEEL,1990,Yes,WARMED AND COOLED AIR,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,1982
0696000025,MEDICAL OFFICE BUILDING,"26,670","24,000",1,AVERAGE,REINFORCED CONCRETE,1982,Yes,HEAT PUMP,1,100,MEDICAL OFFICE (341),Rect or Slight Irreg,Yes,4,1952
0696000035,LEE COURT,"41,834","26,406",1,AVERAGE,WOOD FRAME,2004,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,6,1991
0696000055,24 story apartment building,"295,754","189,708",1,GOOD,REINFORCED CONCRETE,2013,Yes,COMPLETE HVAC,1,100,APARTMENT (300),Approx Square,Yes,24,2012
0696000095,CHARLESGATE APTS,"34,060","25,900",1,AVERAGE,MASONRY,1987,No,HOT WATER-RADIANT,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,3,1922
0696000135,WINDHAM APTS,"37,300","30,000",1,AVERAGE/GOOD,REINFORCED CONCRETE,1986,Yes,ELECTRIC,1,100,APARTMENT (300),Long Rect or Irreg,No,7,1925
0696000160,FIRE STATION,"37,740","31,620",1,GOOD,MASONRY,2005,Yes,SPACE HEATERS,1,100,FIRE STATION (STAFFED) (322),Rect or Slight Irreg,Yes,2,1922
0696000175,Office Building,"287,471","196,487",1,GOOD,REINFORCED CONCRETE,2005,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,6,2002
0696000250,Fountain Ct. Apartments,"328,947","216,478",1,AVERAGE/GOOD,WOOD FRAME,2010,Yes,ELECTRIC,1,100,APARTMENT (300),Rect or Slight Irreg,Yes,6,1998
0696000260,Sidney Apts,"160,141","109,563",1,GOOD,WOOD FRAME,2010,Yes,ELECTRIC WALL,1,100,MIXED RETAIL W/RES. UNITS (459),Rect or Slight Irreg,Yes,6,2000
0696000290,APARTMENT BUILDING,"44,736","31,040",1,AVERAGE,MASONRY,1987,No,HOT WATER,3,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1925
0696000300,STONECLIFF APTS,"22,400","17,570",1,AVERAGE,MASONRY,1987,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1923
0696000305,BAYVIEW TOWER,"70,200","54,800",1,GOOD,STRUCTURAL STEEL,2000,Yes,HOT WATER,1,100,APARTMENT (300),Long Rect or Irreg,Yes,13,1979
0696000325,EDWARDS ON FIFTH,"21,840","16,500",1,AVERAGE,MASONRY,1991,Yes,HOT WATER,1,100,APARTMENT (300),Rect or Slight Irreg,No,6,1929
0696000335,THE DAVENPORT APTS,"33,880","23,794",1,AVERAGE/GOOD,REINFORCED CONCRETE,1996,No,HOT WATER,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,No,3,1925
0696000355,Mixed Use Apt,"201,839","123,385",1,AVERAGE/GOOD,REINFORCED CONCRETE,2014,Yes,HEAT PUMP,1,100,APARTMENT (300),Very Irreg,Yes,13,2014
0697000025,SKYE AT BELLTOWN APTS,"393,841","256,526",1,GOOD/EXCELLENT,REINFORCED CONCRETE,2000,Yes,HOT WATER,2,100,APARTMENT (300),Very Irreg,Yes,18,1949
0697000064,OFFICE,"192,630","132,790",1,AVERAGE,REINFORCED CONCRETE,1995,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,3,1947
0697000170,HOTEL 5,"68,410","52,210",1,AVERAGE,WOOD FRAME,2003,Yes,ELECTRIC WALL,1,100,"HOTEL, LIMITED (332)",Rect or Slight Irreg,Yes,5,1978
0697000235,OFFICE BLDG,"378,002","255,818",1,AVERAGE/GOOD,STRUCTURAL STEEL,2000,Yes,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,15,1983
0697000400,Office/Retail Bldg,"23,662","23,662",1,AVERAGE,MASONRY,1985,,HEAT PUMP,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,No,1,1965
0697000435,BEST WESTERN LOYAL INN,"44,416","44,416",1,AVERAGE,MASONRY,1982,Yes,HOT & CHILLED WATER,1,100,"MOTEL, LIMITED (343)",Rect or Slight Irreg,Yes,4,1967
0698000040,OFFICE BLDG,"253,103","177,917",1,AVERAGE/GOOD,STRUCTURAL STEEL,1995,Yes,COMPLETE HVAC,1,100,OFFICE BUILDING (344),Rect or Slight Irreg,Yes,8,1984
0698000095,Pavillon & Garage,"33,792","10,825",1,GOOD,STRUCTURAL STEEL,2006,Yes,HEAT PUMP,1,100,MUSEUM (481),Very Irreg,Yes,2,2006
0698800000,BELLTOWN CENTER CONDOMINIUM,"34,080","28,655",1,AVERAGE,REINFORCED CONCRETE,2002,Yes,COMPLETE HVAC,1,100,GROUP CARE HOME (424),Rect or Slight Irreg,Yes,8,2002
0699000000,BELLTOWN COURT CONDOMINIUM,"14,222","14,222",1,GOOD,WOOD FRAME,1995,Yes,ELECTRIC,2,100,MIXED USE-RETAIL CONDO (848),Long Rect or Irreg,Yes,8,1994
0699800000,Belltown Loft Condo (Building B - Ph 1),"4,066","4,066",1,AVERAGE/GOOD,REINFORCED CONCRETE,2000,Yes,ELECTRIC,1,100,MIXED USE-RETAIL CONDO (848),Rect or Slight Irreg,Yes,3,1908
0752000170,School,"156,743","156,743",1,AVERAGE/GOOD,MASONRY,1965,,HOT WATER,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,No,2,1950
0767000060,SUPERMARKET (QFC),"61,602","61,602",1,AVERAGE,MASONRY,1990,,HEAT PUMP,1,100,SUPERMARKET (446),Rect or Slight Irreg,Yes,1,1956
0809000005,SCHOOL,"50,885","50,885",1,GOOD,WOOD FRAME,1989,,WARMED AND COOLED AIR,1,100,ELEMENTARY SCHOOL (ENTIRE) (365),Rect or Slight Irreg,Yes,2,1989
0809002696,RETIREMENT HOME,"61,802","61,802",1,GOOD/EXCELLENT,MASONRY,1995,Yes,COMPLETE HVAC,1,100,"MULTIPLE RESIDENCE, RETIREMENT COMMUNITY COMPLEX",Rect or Slight Irreg,Yes,4,1910
0811000005,GYM,"34,748","34,748",1,AVERAGE,MASONRY,1978,,SPACE HEATERS,1,100,HEALTH CLUB (418),Rect or Slight Irreg,No,1,1950
0820000038,SAN MARINO APT/OFFICE,"56,473","35,209",1,AVERAGE/GOOD,WOOD FRAME,2011,Yes,ELECTRIC,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,Yes,4,2002
0826000040,CAL-MORE CIRCLE APTS,"51,490","48,750",1,AVERAGE,MASONRY,1997,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Very Irreg,No,8,1968
0832000005,GREENWOOD NORTH APTS,"31,317","25,788",1,AVERAGE,WOOD FRAME,1992,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1966
0850000300,CHURCH,"45,991","45,991",1,GOOD,MASONRY,1985,,FORCED AIR UNIT,1,100,CHURCH (309),Rect or Slight Irreg,No,2,1928
0853300000,OFFICE/RETAIL,"8,037","8,037",1,AVERAGE/GOOD,WOOD FRAME,2004,Yes,FORCED AIR UNIT,1,100,"CONDO, RETAIL (846)",Rect or Slight Irreg,Yes,5,2004
0854500000,21 RES + 2 COML UNITS,0,0,1,AVERAGE,WOOD FRAME,1997,Yes,(unknown),1,100,"CONDO, RETAIL (846)",Rect or Slight Irreg,,4,1997
0859000025,Westwood Court Apts,"48,996","43,944",1,AVERAGE,WOOD FRAME,2006,Yes,ELECTRIC WALL,4,100,APARTMENT (300),Very Irreg,Yes,4,1988
0866300000,OFFICE CONDO,"3,260","3,260",1,AVERAGE,REINFORCED CONCRETE,2007,Yes,FORCED AIR UNIT,1,100,"CONDO, OFFICE (845)",Rect or Slight Irreg,Yes,1,2007
0880000055,Bldg #1 (North Bldgs),"16,819","13,264",1,AVERAGE,WOOD FRAME,2006,,ELECTRIC,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Long Rect or Irreg,Yes,3,1998
0914000020,EMERALD SHORES,"32,612","30,892",1,AVERAGE,WOOD FRAME,1988,No,ELECTRIC WALL,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Rect or Slight Irreg,No,3,1958
0924049006,THE CENTURY HOUSE,"58,485","44,364",1,AVERAGE,WOOD FRAME,1995,Yes,ELECTRIC WALL,1,100,APARTMENT (300),Rect or Slight Irreg,No,4,1971
0925049079,Ivy Ridge,"147,443","77,510",1,AVERAGE,WOOD FRAME,2006,,ELECTRIC,1,100,MULTIPLE RESIDENCE (LOW RISE) (352),Very Irreg,Yes,3,1999
0925049084,51 UNIT APT - 7 BLDGS,"65,103","44,756",1,AVERAGE/GOOD,WOOD FRAME,2010,No,ELECTRIC WALL,7,100,APARTMENT (300),Rect or Slight Irreg,No,4,1988
